,fov,spot_id,Ascending.vasa.recta.endothelium,B-cell,Connecting.tubule,Descending.vasa.recta.endothelium,Distinct.proximal.tubule.1,Distinct.proximal.tubule.2,Epithelial.progenitor.cell,Fibroblast,Glomerular.endothelium,Indistinct.intercalated.cell,MNP.a.classical.monocyte.derived,MNP.b.non.classical.monocyte.derived,MNP.c.dendritic.cell,Myofibroblast,NK,Pelvic.epithelium,Peritubular.capillary.endothelium.1,Peritubular.capillary.endothelium.2,Podocyte,Principal.cell,Proliferating.Proximal.Tubule,Proximal.tubule,T CD4 memory,T CD4 naive,T CD8 memory,T CD8 naive,Thick.ascending.limb.of.Loop.of.Henle,Treg,Type.A.intercalated.cell,Type.B.intercalated.cell,mDC,macrophage,mast,neutrophil,pDC,plasmablast
85,12.0,6.0,0.0,0.0,1.0,0.0,13.0,6.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,1.0,2.0,6.0,35.0,0.0,0.0,0.0,0.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86,12.0,7.0,1.0,0.0,1.0,0.0,16.0,16.0,6.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,6.0,21.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87,12.0,8.0,3.0,0.0,8.0,1.0,12.0,26.0,8.0,4.0,0.0,0.0,0.0,0.0,1.0,10.0,0.0,0.0,7.0,1.0,0.0,2.0,6.0,64.0,0.0,0.0,0.0,0.0,9.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88,12.0,9.0,2.0,0.0,5.0,1.0,6.0,16.0,9.0,3.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,9.0,0.0,0.0,0.0,17.0,94.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89,12.0,10.0,1.0,0.0,0.0,0.0,5.0,17.0,15.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,2.0,0.0,1.0,0.0,27.0,77.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90,12.0,11.0,2.0,0.0,0.0,0.0,18.0,14.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,3.0,1.0,1.0,1.0,38.0,39.0,0.0,0.0,0.0,0.0,23.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91,12.0,12.0,2.0,0.0,1.0,1.0,26.0,17.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,3.0,0.0,0.0,2.0,26.0,54.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
92,12.0,13.0,2.0,0.0,22.0,0.0,2.0,20.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,9.0,0.0,0.0,0.0,11.0,91.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93,12.0,14.0,22.0,0.0,32.0,10.0,10.0,3.0,0.0,3.0,15.0,0.0,1.0,0.0,8.0,36.0,0.0,0.0,21.0,1.0,11.0,0.0,4.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0
94,12.0,15.0,12.0,0.0,7.0,8.0,15.0,7.0,18.0,13.0,4.0,0.0,0.0,1.0,4.0,35.0,0.0,0.0,8.0,6.0,12.0,8.0,13.0,17.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0
95,12.0,16.0,5.0,0.0,10.0,6.0,14.0,15.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,11.0,0.0,0.0,1.0,34.0,67.0,0.0,0.0,0.0,0.0,23.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96,12.0,17.0,29.0,0.0,11.0,4.0,6.0,7.0,0.0,2.0,15.0,0.0,0.0,1.0,4.0,20.0,0.0,0.0,23.0,2.0,12.0,0.0,5.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
97,12.0,18.0,11.0,0.0,23.0,1.0,11.0,7.0,7.0,10.0,8.0,0.0,1.0,0.0,2.0,14.0,0.0,0.0,13.0,0.0,17.0,0.0,5.0,47.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
98,12.0,19.0,9.0,0.0,3.0,7.0,5.0,6.0,8.0,0.0,5.0,0.0,0.0,0.0,2.0,16.0,0.0,0.0,8.0,2.0,5.0,4.0,4.0,30.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
99,12.0,20.0,0.0,0.0,3.0,1.0,4.0,6.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,3.0,0.0,0.0,0.0,5.0,12.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100,13.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101,13.0,2.0,2.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102,13.0,3.0,2.0,0.0,1.0,0.0,2.0,8.0,7.0,10.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,6.0,0.0,0.0,15.0,11.0,35.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
103,13.0,4.0,3.0,0.0,4.0,2.0,10.0,11.0,23.0,10.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,7.0,0.0,1.0,3.0,40.0,49.0,0.0,0.0,0.0,0.0,58.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104,13.0,5.0,3.0,0.0,1.0,0.0,2.0,12.0,1.0,4.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,5.0,0.0,0.0,0.0,7.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
105,13.0,6.0,9.0,0.0,24.0,1.0,7.0,13.0,4.0,8.0,3.0,0.0,0.0,0.0,1.0,12.0,0.0,0.0,15.0,0.0,5.0,1.0,7.0,88.0,0.0,0.0,0.0,0.0,2.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
106,13.0,7.0,9.0,0.0,15.0,1.0,6.0,16.0,9.0,4.0,4.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,14.0,0.0,2.0,3.0,5.0,83.0,0.0,0.0,0.0,0.0,9.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0
107,13.0,8.0,17.0,0.0,12.0,8.0,11.0,15.0,9.0,7.0,6.0,0.0,0.0,0.0,6.0,60.0,0.0,0.0,25.0,2.0,7.0,4.0,11.0,35.0,0.0,0.0,0.0,0.0,9.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,4.0
108,13.0,9.0,28.0,0.0,0.0,1.0,13.0,2.0,0.0,6.0,35.0,0.0,1.0,0.0,3.0,21.0,0.0,0.0,34.0,0.0,24.0,0.0,2.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
109,13.0,10.0,22.0,0.0,17.0,5.0,15.0,2.0,3.0,7.0,18.0,0.0,0.0,1.0,9.0,47.0,0.0,0.0,16.0,0.0,20.0,3.0,1.0,12.0,0.0,0.0,0.0,0.0,6.0,0.0,5.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0
110,13.0,11.0,14.0,0.0,48.0,5.0,17.0,6.0,13.0,3.0,4.0,0.0,0.0,0.0,2.0,27.0,0.0,0.0,15.0,4.0,14.0,6.0,0.0,16.0,0.0,1.0,1.0,0.0,12.0,0.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
111,13.0,12.0,4.0,0.0,5.0,4.0,9.0,17.0,14.0,6.0,0.0,0.0,1.0,0.0,11.0,38.0,0.0,0.0,9.0,1.0,2.0,3.0,15.0,70.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
112,13.0,13.0,22.0,0.0,49.0,2.0,9.0,2.0,7.0,7.0,7.0,0.0,0.0,0.0,5.0,32.0,1.0,0.0,21.0,1.0,5.0,0.0,4.0,25.0,0.0,0.0,1.0,0.0,0.0,0.0,14.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0
113,13.0,14.0,6.0,0.0,21.0,1.0,5.0,11.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,10.0,0.0,0.0,9.0,12.0,77.0,0.0,0.0,0.0,0.0,7.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
114,13.0,15.0,2.0,0.0,3.0,0.0,13.0,10.0,16.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,4.0,27.0,48.0,0.0,0.0,0.0,0.0,68.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
115,13.0,16.0,0.0,0.0,3.0,0.0,14.0,9.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,6.0,0.0,0.0,4.0,34.0,52.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
116,13.0,17.0,2.0,0.0,1.0,2.0,6.0,11.0,1.0,5.0,2.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,12.0,0.0,0.0,0.0,9.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
117,13.0,18.0,13.0,0.0,2.0,1.0,15.0,12.0,21.0,12.0,2.0,0.0,1.0,0.0,1.0,20.0,0.0,0.0,15.0,0.0,4.0,0.0,11.0,48.0,0.0,0.0,0.0,0.0,8.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
118,13.0,19.0,4.0,0.0,6.0,0.0,6.0,14.0,23.0,4.0,0.0,0.0,0.0,0.0,1.0,10.0,0.0,0.0,8.0,0.0,0.0,9.0,20.0,65.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
119,13.0,20.0,2.0,0.0,5.0,1.0,14.0,8.0,24.0,5.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,8.0,0.0,0.0,5.0,19.0,43.0,0.0,0.0,0.0,0.0,82.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
120,14.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
121,14.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,10.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
122,14.0,3.0,5.0,0.0,14.0,0.0,7.0,17.0,20.0,7.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,1.0,3.0,1.0,1.0,3.0,5.0,42.0,0.0,0.0,0.0,0.0,5.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
123,14.0,4.0,7.0,0.0,0.0,0.0,10.0,10.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,10.0,0.0,1.0,0.0,11.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
124,14.0,5.0,9.0,0.0,2.0,3.0,6.0,6.0,7.0,5.0,2.0,0.0,0.0,0.0,3.0,7.0,0.0,0.0,9.0,1.0,2.0,2.0,26.0,35.0,0.0,0.0,0.0,0.0,40.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
125,14.0,6.0,27.0,0.0,3.0,10.0,10.0,3.0,0.0,4.0,20.0,0.0,0.0,0.0,3.0,36.0,0.0,0.0,23.0,3.0,29.0,0.0,11.0,34.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0
126,14.0,7.0,5.0,0.0,29.0,1.0,5.0,11.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,9.0,0.0,2.0,5.0,13.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
127,14.0,8.0,10.0,0.0,31.0,1.0,20.0,16.0,0.0,4.0,5.0,0.0,0.0,1.0,2.0,7.0,0.0,0.0,14.0,0.0,16.0,11.0,19.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
128,14.0,9.0,9.0,0.0,2.0,2.0,42.0,13.0,20.0,4.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,0.0,3.0,0.0,0.0,0.0,57.0,12.0,0.0,0.0,0.0,0.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
129,14.0,10.0,5.0,0.0,7.0,1.0,33.0,16.0,9.0,2.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,7.0,1.0,2.0,14.0,41.0,24.0,0.0,0.0,0.0,0.0,35.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
130,14.0,11.0,3.0,0.0,24.0,5.0,6.0,13.0,7.0,2.0,1.0,0.0,0.0,0.0,5.0,47.0,0.0,0.0,5.0,10.0,2.0,23.0,18.0,24.0,0.0,0.0,0.0,0.0,8.0,0.0,1.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0
131,14.0,12.0,6.0,0.0,30.0,0.0,19.0,20.0,2.0,2.0,0.0,0.0,0.0,0.0,3.0,20.0,0.0,0.0,5.0,1.0,4.0,0.0,19.0,49.0,0.0,0.0,0.0,0.0,6.0,0.0,11.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
132,14.0,13.0,6.0,0.0,11.0,3.0,18.0,8.0,7.0,1.0,0.0,0.0,0.0,0.0,3.0,6.0,0.0,0.0,7.0,1.0,2.0,2.0,22.0,63.0,0.0,0.0,0.0,0.0,11.0,0.0,8.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
133,14.0,14.0,11.0,0.0,58.0,2.0,8.0,7.0,4.0,4.0,0.0,1.0,0.0,1.0,3.0,11.0,0.0,0.0,12.0,0.0,2.0,4.0,13.0,39.0,0.0,0.0,0.0,0.0,2.0,0.0,23.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0
134,14.0,15.0,18.0,0.0,4.0,5.0,9.0,7.0,1.0,0.0,15.0,0.0,0.0,1.0,9.0,26.0,0.0,0.0,22.0,1.0,25.0,1.0,17.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
135,14.0,16.0,8.0,0.0,5.0,2.0,12.0,25.0,5.0,2.0,4.0,0.0,0.0,1.0,7.0,11.0,0.0,0.0,15.0,0.0,10.0,0.0,45.0,41.0,0.0,0.0,0.0,0.0,5.0,0.0,3.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0
136,14.0,17.0,0.0,0.0,24.0,1.0,10.0,15.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,3.0,0.0,3.0,3.0,7.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
137,14.0,18.0,9.0,0.0,57.0,5.0,5.0,8.0,2.0,4.0,1.0,0.0,0.0,0.0,0.0,29.0,0.0,2.0,9.0,0.0,0.0,2.0,8.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0
138,14.0,19.0,9.0,0.0,25.0,4.0,7.0,11.0,0.0,8.0,2.0,0.0,0.0,0.0,3.0,56.0,0.0,0.0,10.0,7.0,7.0,1.0,9.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0
139,14.0,20.0,8.0,0.0,34.0,4.0,2.0,5.0,4.0,3.0,0.0,0.0,0.0,0.0,7.0,4.0,0.0,0.0,12.0,0.0,4.0,4.0,9.0,15.0,0.0,0.0,0.0,0.0,2.0,0.0,8.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0
140,15.0,1.0,1.0,0.0,8.0,1.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,10.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
141,15.0,2.0,14.0,0.0,2.0,5.0,7.0,8.0,7.0,0.0,13.0,0.0,0.0,2.0,1.0,10.0,0.0,3.0,10.0,0.0,7.0,0.0,4.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
142,15.0,3.0,4.0,0.0,21.0,0.0,16.0,17.0,9.0,2.0,2.0,0.0,0.0,0.0,2.0,11.0,0.0,0.0,4.0,0.0,1.0,3.0,17.0,51.0,0.0,0.0,0.0,0.0,3.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
143,15.0,4.0,0.0,0.0,2.0,1.0,14.0,14.0,18.0,3.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,4.0,0.0,2.0,0.0,25.0,62.0,0.0,0.0,0.0,0.0,36.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
144,15.0,5.0,17.0,0.0,5.0,3.0,17.0,11.0,0.0,4.0,11.0,0.0,0.0,1.0,1.0,25.0,0.0,0.0,21.0,0.0,15.0,0.0,14.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
145,15.0,6.0,14.0,0.0,6.0,6.0,13.0,8.0,6.0,2.0,8.0,0.0,2.0,1.0,5.0,23.0,0.0,0.0,14.0,1.0,13.0,0.0,32.0,40.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
146,15.0,7.0,9.0,0.0,20.0,2.0,5.0,20.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,17.0,0.0,0.0,6.0,1.0,0.0,1.0,18.0,66.0,0.0,0.0,1.0,0.0,6.0,0.0,6.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
147,15.0,8.0,3.0,0.0,20.0,1.0,10.0,15.0,12.0,5.0,1.0,0.0,0.0,0.0,1.0,8.0,1.0,0.0,13.0,2.0,0.0,15.0,31.0,45.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0
148,15.0,9.0,12.0,0.0,28.0,7.0,10.0,15.0,9.0,7.0,5.0,0.0,0.0,1.0,2.0,20.0,0.0,0.0,8.0,1.0,4.0,11.0,23.0,50.0,0.0,0.0,0.0,0.0,23.0,0.0,7.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0
149,15.0,10.0,6.0,0.0,15.0,4.0,8.0,11.0,18.0,0.0,1.0,0.0,0.0,0.0,1.0,16.0,0.0,0.0,4.0,0.0,0.0,5.0,31.0,46.0,0.0,0.0,0.0,0.0,38.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
150,15.0,11.0,6.0,0.0,7.0,0.0,11.0,9.0,8.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,5.0,0.0,0.0,3.0,45.0,52.0,0.0,0.0,0.0,0.0,29.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
151,15.0,12.0,6.0,0.0,30.0,0.0,9.0,14.0,5.0,1.0,1.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,6.0,0.0,0.0,6.0,33.0,70.0,0.0,0.0,0.0,0.0,10.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
152,15.0,13.0,23.0,0.0,0.0,5.0,17.0,3.0,0.0,6.0,20.0,0.0,0.0,1.0,5.0,12.0,1.0,0.0,30.0,2.0,24.0,0.0,5.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0
153,15.0,14.0,10.0,1.0,1.0,3.0,13.0,4.0,6.0,8.0,12.0,0.0,0.0,1.0,1.0,35.0,0.0,1.0,26.0,2.0,20.0,0.0,6.0,45.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
154,15.0,15.0,3.0,0.0,5.0,0.0,6.0,5.0,7.0,6.0,2.0,0.0,0.0,1.0,1.0,10.0,0.0,0.0,3.0,1.0,3.0,0.0,36.0,81.0,0.0,0.0,0.0,0.0,35.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
155,15.0,16.0,0.0,0.0,5.0,3.0,5.0,16.0,15.0,6.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,14.0,4.0,0.0,9.0,23.0,74.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
156,15.0,17.0,9.0,0.0,26.0,1.0,4.0,14.0,3.0,6.0,0.0,0.0,0.0,1.0,2.0,4.0,0.0,0.0,11.0,0.0,0.0,1.0,16.0,73.0,0.0,0.0,0.0,0.0,4.0,0.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
157,15.0,18.0,16.0,0.0,4.0,17.0,7.0,7.0,2.0,2.0,16.0,0.0,1.0,1.0,5.0,34.0,0.0,0.0,24.0,10.0,20.0,0.0,8.0,48.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
158,15.0,19.0,10.0,0.0,2.0,2.0,5.0,8.0,0.0,3.0,4.0,0.0,0.0,0.0,2.0,9.0,0.0,0.0,15.0,2.0,8.0,3.0,8.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
159,15.0,20.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,1.0,7.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
160,16.0,1.0,4.0,0.0,18.0,1.0,11.0,6.0,2.0,6.0,1.0,0.0,0.0,2.0,3.0,4.0,1.0,0.0,4.0,0.0,0.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
161,16.0,2.0,10.0,1.0,18.0,3.0,11.0,7.0,1.0,1.0,5.0,0.0,0.0,0.0,1.0,10.0,0.0,1.0,4.0,0.0,5.0,15.0,27.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
162,16.0,3.0,5.0,0.0,35.0,4.0,12.0,14.0,9.0,2.0,1.0,0.0,0.0,1.0,1.0,18.0,0.0,1.0,9.0,0.0,7.0,17.0,12.0,58.0,0.0,0.0,0.0,0.0,6.0,0.0,11.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
163,16.0,4.0,6.0,0.0,39.0,1.0,11.0,12.0,2.0,2.0,2.0,0.0,0.0,0.0,1.0,11.0,0.0,0.0,7.0,0.0,1.0,2.0,21.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
164,16.0,5.0,23.0,0.0,9.0,12.0,10.0,5.0,17.0,3.0,6.0,0.0,0.0,1.0,6.0,46.0,0.0,0.0,12.0,5.0,16.0,7.0,3.0,27.0,0.0,0.0,0.0,0.0,12.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0
165,16.0,6.0,15.0,0.0,2.0,7.0,8.0,11.0,3.0,3.0,11.0,0.0,0.0,0.0,4.0,72.0,0.0,0.0,18.0,5.0,12.0,1.0,2.0,41.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0
166,16.0,7.0,6.0,0.0,21.0,3.0,4.0,12.0,6.0,2.0,0.0,0.0,0.0,0.0,3.0,5.0,0.0,0.0,7.0,0.0,0.0,1.0,22.0,74.0,0.0,0.0,0.0,0.0,12.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
167,16.0,8.0,2.0,1.0,26.0,3.0,11.0,15.0,11.0,7.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,5.0,0.0,0.0,7.0,14.0,49.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
168,16.0,9.0,0.0,0.0,1.0,0.0,6.0,11.0,10.0,2.0,0.0,0.0,0.0,0.0,1.0,12.0,0.0,0.0,4.0,1.0,0.0,0.0,23.0,78.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
169,16.0,10.0,4.0,0.0,20.0,6.0,5.0,10.0,6.0,10.0,0.0,0.0,0.0,0.0,2.0,54.0,0.0,0.0,9.0,2.0,0.0,0.0,8.0,43.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
170,16.0,11.0,4.0,0.0,49.0,0.0,14.0,5.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,12.0,0.0,0.0,9.0,0.0,0.0,4.0,16.0,43.0,0.0,0.0,0.0,0.0,8.0,0.0,7.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
171,16.0,12.0,2.0,0.0,24.0,0.0,5.0,11.0,32.0,7.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,8.0,0.0,0.0,3.0,12.0,47.0,0.0,0.0,0.0,0.0,18.0,0.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
172,16.0,13.0,7.0,0.0,42.0,1.0,9.0,21.0,2.0,4.0,2.0,0.0,0.0,0.0,3.0,7.0,0.0,0.0,7.0,0.0,10.0,0.0,21.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
