,fov,spot_id,Antibody.secreting.B.cells,CD3+.alpha.beta.T.cells,Central.venous.LSECs,Cholangiocytes,Erthyroid.cells,Hep.1,Hep.3,Hep.4,Hep.5,Hep.6,Inflammatory.macrophages,Mature.B.cells,NK.like.cells,Non.inflammatory.macrophages,NotDet,Periportal.LSECs,Portal.endothelial.cells,Stellate.cells,gamma.delta.T.cells.1
1829,36,3,0,3,3,0,0,1,5,72,59,2,1,3,1,5,0,0,0,7,1
1830,36,4,0,4,3,0,0,0,4,44,59,2,1,1,0,5,0,0,0,2,2
1831,36,5,0,1,1,0,0,2,8,51,61,3,0,0,0,6,0,0,0,3,1
1832,36,6,0,6,2,0,1,1,2,57,56,3,4,0,0,5,0,0,0,4,4
1833,36,7,7,22,0,9,0,0,5,14,10,2,11,5,0,1,0,39,0,20,1
1834,36,8,8,16,0,21,0,0,8,23,15,1,13,4,1,2,0,26,0,23,0
1835,36,9,0,4,1,1,0,0,4,58,56,5,3,2,0,5,0,0,0,1,0
1836,37,1,3,6,0,0,0,1,9,39,53,1,7,4,2,0,0,7,1,14,0
1837,37,2,0,10,0,0,0,0,10,50,39,4,10,0,0,2,0,9,0,14,1
1838,37,3,7,4,1,7,0,0,8,61,37,0,4,1,1,6,0,15,0,26,0
1839,37,4,0,4,6,0,0,10,11,63,33,1,2,0,0,5,0,0,0,5,0
1840,37,5,0,2,2,0,1,3,8,48,54,3,3,3,1,5,0,0,0,2,2
1841,37,6,0,5,0,0,0,0,6,69,52,7,0,0,1,4,0,0,0,2,1
1842,37,7,0,2,1,0,0,40,7,44,19,4,0,2,1,4,0,0,0,2,1
1843,37,8,0,7,4,0,0,2,4,49,46,1,5,0,0,4,0,0,0,5,1
1844,37,9,0,5,5,1,1,2,9,62,49,1,0,1,4,3,0,0,0,2,3
1845,38,1,0,3,5,0,0,39,8,36,14,3,2,3,3,2,0,0,1,11,2
1846,38,2,0,8,3,0,0,5,2,68,37,2,7,1,0,8,0,0,0,3,3
1847,38,3,0,5,1,0,1,2,4,79,56,1,2,0,1,8,0,0,0,2,4
1848,38,4,4,9,3,0,0,50,19,11,0,0,2,4,2,0,0,0,1,3,2
1849,38,5,0,5,1,0,0,36,4,12,2,1,1,2,3,2,0,0,1,12,0
1850,38,6,2,7,0,0,0,19,10,26,5,0,1,3,0,2,0,1,0,10,0
1851,38,7,0,8,1,0,0,8,4,74,27,0,1,1,1,3,0,0,0,5,0
1852,38,8,0,7,3,0,0,34,4,55,15,0,3,0,1,1,0,1,0,6,0
1853,38,9,0,7,0,0,0,23,6,11,0,0,0,1,0,1,0,1,2,5,1
1854,39,1,0,1,1,14,1,0,9,65,21,2,4,0,1,3,0,7,1,12,0
1855,39,2,0,4,5,0,0,2,5,60,24,2,3,0,0,5,0,0,0,2,4
1856,39,3,1,10,0,0,1,7,4,23,6,0,1,2,1,3,0,0,0,6,1
1857,39,4,0,3,1,0,1,1,3,62,29,2,2,1,4,3,0,0,0,0,0
1858,39,5,1,8,3,0,0,7,4,54,29,0,1,0,1,2,0,0,0,2,1
1859,39,6,0,2,1,0,0,9,4,20,4,0,0,1,1,1,0,0,0,3,0
1860,39,7,0,6,1,0,2,18,3,46,16,2,0,1,1,3,0,0,0,4,0
1861,39,8,0,3,2,0,1,13,4,74,31,0,1,2,1,5,0,0,0,3,0
1862,39,9,0,7,1,1,0,22,8,15,8,0,2,4,2,1,0,1,2,5,1
1872,40,1,0,7,2,0,1,45,9,53,8,0,1,1,1,1,0,0,0,3,1
1873,40,2,0,6,1,0,2,12,7,74,44,0,3,3,1,2,0,0,0,7,1
1874,40,3,8,5,0,1,0,17,5,16,15,0,2,3,0,1,0,1,0,10,0
1875,40,4,0,7,2,0,0,12,5,61,51,0,3,0,4,3,0,0,0,7,4
1876,40,5,0,3,1,4,0,1,7,76,66,1,4,0,1,5,0,2,0,8,1
1877,40,6,0,3,0,3,1,1,7,96,50,2,1,5,1,4,0,0,0,3,1
1878,40,7,0,6,1,0,0,5,7,72,54,0,2,1,0,3,0,0,0,6,2
1879,40,8,0,6,0,1,1,1,4,72,70,1,1,0,0,5,0,0,0,5,1
1880,40,9,0,6,0,0,0,1,7,61,58,2,1,1,4,5,0,0,0,5,1
1980,53,1,1,6,3,0,1,3,8,43,48,3,4,0,0,2,0,0,0,3,2
1981,53,2,0,9,3,1,0,5,1,49,37,6,3,0,2,4,0,0,0,5,2
1982,53,3,0,7,1,0,0,1,7,41,53,6,5,2,3,3,0,0,0,6,2
1983,53,4,0,3,4,0,0,1,5,34,56,5,3,0,0,4,0,0,0,3,6
1984,53,5,0,2,0,0,0,3,5,54,60,4,3,1,2,5,0,0,0,2,5
1985,53,6,0,7,0,0,0,1,8,57,68,1,3,1,2,4,0,0,0,1,2
1986,53,7,3,2,2,0,0,2,8,51,54,0,2,0,1,3,0,0,0,2,1
1987,53,8,0,3,1,0,0,2,7,60,54,4,3,0,0,2,0,0,0,5,3
1988,53,9,0,2,1,1,0,1,8,66,63,4,1,0,0,6,0,0,0,6,3
1989,54,1,4,2,0,0,0,3,8,44,50,3,2,0,0,5,0,0,0,3,3
1990,54,2,0,2,2,2,1,1,9,69,34,1,0,1,1,3,0,2,0,13,0
1991,54,3,0,3,0,20,0,0,18,32,20,0,8,0,1,2,0,29,1,36,0
1992,54,4,0,7,1,0,1,1,8,49,57,8,2,0,0,7,0,0,0,6,0
1993,54,5,0,6,0,10,0,0,18,32,23,0,10,0,0,0,0,18,1,18,0
1994,54,6,8,16,1,8,0,0,16,38,23,1,7,1,0,2,0,20,0,28,0
1995,54,7,0,3,0,0,1,2,1,55,66,2,7,0,0,7,0,0,0,4,2
1996,54,8,0,4,1,0,0,1,1,66,73,2,0,0,1,5,0,0,1,4,3
1997,54,9,1,3,1,0,0,0,7,61,57,9,3,0,1,5,0,0,0,5,0
1998,55,1,0,3,4,0,0,2,10,50,48,2,5,0,0,2,0,0,0,8,2
1999,55,2,0,5,2,0,0,0,8,48,49,3,5,0,2,5,0,0,0,2,3
2000,55,3,0,5,1,0,0,3,5,35,58,7,1,3,0,2,0,0,0,5,5
2001,55,4,0,5,2,0,0,3,7,36,63,4,1,0,2,6,0,0,0,3,2
2002,55,5,0,8,3,0,0,6,5,44,48,1,2,2,2,2,0,0,0,1,1
2003,55,6,0,1,1,0,0,42,17,34,19,3,2,1,2,6,0,0,2,5,0
2004,55,7,0,4,1,4,0,2,11,78,45,1,0,0,1,1,0,2,1,8,3
2005,55,8,0,2,3,0,2,3,5,59,53,3,1,1,2,5,0,0,0,5,1
2006,55,9,0,3,3,0,0,24,14,45,30,2,3,2,2,0,0,1,1,7,1
2007,56,1,0,2,0,0,0,2,8,56,44,10,1,1,1,6,0,0,0,3,0
2008,56,2,0,3,1,0,0,0,9,63,43,4,5,1,1,11,0,0,0,1,0
2009,56,3,0,7,4,0,0,8,2,54,48,6,3,1,1,7,0,0,0,2,2
2010,56,4,0,6,2,0,0,23,8,42,23,0,1,3,1,6,0,0,2,9,3
2011,56,5,0,3,0,0,1,3,4,39,57,1,4,0,0,3,0,0,0,2,4
2012,56,6,0,1,0,0,0,0,7,62,61,5,0,2,1,8,0,0,1,4,1
2013,56,7,0,7,1,0,0,14,6,45,31,4,2,1,1,2,0,0,0,4,2
2014,56,8,0,6,4,0,0,1,5,65,53,5,3,1,1,6,0,0,0,1,0
2015,56,9,3,4,0,27,0,0,10,48,56,2,5,0,2,2,0,9,0,13,0
2016,57,1,0,6,0,0,4,1,8,49,48,6,6,1,2,3,0,0,0,5,4
2017,57,2,0,2,2,2,2,1,8,55,50,5,3,0,0,11,0,0,0,9,0
2018,57,3,8,5,0,20,1,0,7,48,33,1,6,2,2,2,0,11,0,31,0
2019,57,4,0,4,7,0,0,1,7,40,50,6,3,1,3,6,0,0,0,4,0
2020,57,5,1,7,4,0,0,2,11,32,56,2,2,0,1,2,0,0,0,6,6
2021,57,6,0,10,2,0,1,2,7,58,49,7,2,1,2,2,0,0,0,5,4
2022,57,7,0,4,3,0,0,2,9,57,39,2,2,3,1,6,0,0,0,5,3
2023,57,8,0,7,0,0,0,6,12,55,50,3,1,3,1,1,0,0,0,2,0
2024,57,9,0,4,1,5,2,2,10,85,44,2,1,2,0,3,0,1,0,9,1
2025,58,1,0,1,1,7,1,1,14,66,33,1,4,0,0,6,0,10,0,16,2
2026,58,2,0,2,0,4,0,0,5,83,28,0,0,1,1,5,0,11,0,12,0
2027,58,3,0,2,0,9,0,1,8,79,40,3,3,0,2,5,0,6,0,13,1
2028,58,4,1,3,2,1,0,0,10,60,47,1,0,0,1,3,0,3,0,12,1
2029,58,5,0,1,1,2,1,0,3,72,40,0,6,0,1,4,0,1,0,1,0
2030,58,6,0,5,2,0,0,3,4,93,32,1,6,0,1,4,0,0,0,6,2
2031,58,7,0,3,1,0,0,1,5,66,62,4,1,1,2,7,0,0,0,4,1
2032,58,8,0,6,3,0,0,24,4,53,44,1,0,2,3,3,0,0,0,3,2
2033,58,9,0,8,1,0,0,59,2,32,5,1,2,0,1,4,0,1,0,5,2
2061,61,1,3,8,3,0,0,36,3,23,11,2,1,3,1,1,0,2,1,8,1
2062,61,2,0,4,1,0,1,9,5,46,43,0,3,1,1,3,0,0,0,3,2
2063,61,3,0,5,3,0,1,1,6,50,61,1,0,2,1,4,0,0,0,6,1
2064,61,4,0,5,0,4,0,5,8,68,48,2,7,0,1,3,0,0,0,7,4
2065,61,5,0,6,0,3,0,1,2,62,43,0,1,0,0,8,0,3,1,10,0
2066,61,6,0,2,0,2,0,0,5,82,49,0,3,0,1,2,0,0,0,7,1
2067,61,7,0,7,3,4,1,1,4,61,53,1,3,0,3,5,0,0,0,6,1
2068,61,8,0,4,3,8,0,2,7,56,45,2,7,0,2,6,0,4,0,9,2
2069,61,9,0,5,1,0,0,4,3,65,61,5,4,2,1,4,0,0,0,4,1
2178,74,1,0,7,1,0,1,4,8,51,44,8,2,2,0,7,0,0,0,4,3
2179,74,2,0,8,1,0,0,4,3,37,58,4,2,2,1,7,0,0,0,3,2
2180,74,3,0,5,1,0,0,2,6,85,25,3,1,1,1,4,0,0,0,6,2
2181,74,4,0,1,0,8,0,0,10,61,33,5,4,0,0,0,0,2,0,4,3
2182,74,5,0,1,1,7,0,0,8,76,44,0,1,1,0,2,0,2,0,6,1
2183,74,6,2,6,0,7,0,0,21,59,34,4,1,0,0,1,0,14,0,17,0
2184,74,7,2,8,0,10,0,0,11,60,35,2,2,0,1,2,0,13,1,22,0
2185,74,8,0,5,0,0,0,0,6,57,59,3,1,2,2,6,0,0,0,4,4
2186,74,9,0,3,1,0,0,3,8,59,55,4,0,2,0,6,0,0,0,1,3
2187,75,1,0,4,1,0,0,1,15,64,38,0,0,0,1,3,0,2,0,7,1
2188,75,2,0,5,4,0,0,3,9,44,42,2,4,0,1,6,0,0,0,4,1
2189,75,3,0,6,2,0,1,4,12,53,34,4,4,2,2,3,0,0,0,0,2
2190,75,4,0,4,3,0,0,1,8,50,45,5,6,0,1,6,0,4,0,8,2
2191,75,5,1,4,1,0,0,1,8,41,56,2,0,1,0,1,0,0,0,3,2
2192,75,6,0,8,4,0,1,5,8,51,46,2,5,2,1,2,0,0,0,7,3
2193,75,7,0,4,1,0,0,1,12,52,48,6,1,1,1,8,0,3,0,7,3
2194,75,8,0,3,1,0,1,2,12,55,58,4,4,2,2,4,0,0,0,5,2
2195,75,9,0,5,4,0,1,0,11,63,64,6,8,1,0,7,0,0,1,8,2
2196,76,1,0,4,3,0,1,2,6,51,48,4,1,0,1,4,0,0,0,5,1
2197,76,2,0,5,2,0,0,5,11,53,54,4,2,0,1,5,0,0,0,8,3
2198,76,3,0,1,1,1,0,0,6,73,54,4,0,1,2,4,0,0,0,3,1
2199,76,4,0,4,3,0,0,2,12,49,55,2,2,0,2,6,0,0,0,6,0
2200,76,5,0,6,3,4,1,1,2,55,43,0,2,0,1,5,0,1,0,4,0
2201,76,6,0,3,0,0,0,0,6,56,56,2,2,1,2,5,0,0,0,3,1
2202,76,7,0,4,1,0,0,8,6,46,55,2,3,0,0,6,0,0,0,3,1
2203,76,8,0,3,1,0,1,1,4,58,65,1,2,1,1,4,0,0,0,5,1
2204,76,9,0,1,0,1,1,1,2,59,58,5,4,0,1,6,0,0,0,2,0
2205,77,1,0,1,3,0,0,5,10,53,40,4,4,0,1,8,0,0,0,4,1
2206,77,2,0,2,2,0,0,0,14,57,39,9,1,1,3,2,0,0,0,5,2
2207,77,3,2,12,1,15,0,1,10,53,26,2,4,0,2,0,0,18,0,16,1
2208,77,4,0,2,0,0,1,1,9,64,32,8,3,0,2,7,0,0,0,5,1
2209,77,5,0,4,1,11,0,0,12,52,52,2,5,1,0,7,0,5,0,7,2
2210,77,6,7,16,1,5,0,0,6,15,16,0,6,0,0,0,0,21,1,16,1
2211,77,7,0,5,0,7,1,0,11,75,35,3,2,0,2,5,0,1,0,5,1
2212,77,8,2,1,2,21,0,0,12,66,39,1,1,0,0,3,0,4,0,12,0
2213,77,9,3,4,1,8,1,0,10,64,56,2,4,1,0,3,0,2,0,15,0
2214,78,1,0,2,1,0,0,0,7,63,31,10,1,3,0,8,0,0,0,3,1
2215,78,2,1,1,0,6,0,0,10,61,48,2,3,1,0,4,0,0,0,8,0
2216,78,3,1,1,0,7,1,0,7,67,39,3,2,0,1,2,0,13,0,18,0
2217,78,4,0,5,2,3,0,0,9,61,44,4,1,0,1,5,0,0,0,4,1
2218,78,5,1,2,1,15,0,1,15,73,30,0,1,2,0,1,0,9,0,20,0
2219,78,6,0,8,0,29,0,0,10,42,19,0,8,0,0,0,0,30,0,44,1
2220,78,7,0,6,3,2,1,0,14,63,26,0,6,2,1,2,0,17,1,20,0
2221,78,8,0,5,1,13,1,0,11,64,34,2,2,1,2,6,0,6,0,13,4
2222,78,9,0,8,0,0,1,5,5,71,51,4,2,2,0,9,0,0,0,6,1
2223,79,1,2,11,0,16,0,0,12,55,16,1,5,0,4,3,0,31,0,25,0
2224,79,2,0,5,4,0,1,5,6,60,43,1,2,1,1,6,0,0,0,1,0
2225,79,3,0,3,2,0,0,8,9,48,46,4,0,1,2,2,0,0,0,8,2
2226,79,4,0,3,0,0,0,6,12,89,42,1,1,1,0,3,0,0,0,4,1
2227,79,5,0,7,1,0,0,36,4,55,23,1,2,0,0,1,0,0,1,6,1
2228,79,6,0,7,4,0,0,60,8,29,4,1,0,2,4,6,0,0,1,5,2
2229,79,7,0,3,0,0,0,21,7,52,15,1,2,3,1,1,0,1,0,5,0
2230,79,8,0,3,0,0,0,52,10,43,2,1,1,0,0,2,0,0,2,6,2
2231,79,9,0,5,4,0,0,25,2,52,32,1,3,1,2,2,0,0,1,3,1
2241,80,1,2,6,0,0,0,5,6,28,17,0,1,2,2,1,0,1,0,12,0
2242,80,2,0,2,6,0,0,7,6,61,28,1,0,0,0,4,0,0,0,6,0
2243,80,3,0,6,1,0,0,5,6,78,35,1,3,2,0,7,0,0,0,1,0
2244,80,4,1,4,8,0,1,4,12,49,37,1,3,2,1,1,0,0,0,6,3
2245,80,5,0,3,2,0,1,17,12,35,31,1,2,0,1,5,0,0,0,6,0
2246,80,6,0,6,2,0,2,17,5,30,35,3,1,2,1,2,0,1,0,6,1
2247,80,7,0,6,2,0,1,4,8,62,40,1,1,2,0,9,0,0,1,0,2
2248,80,8,0,7,2,0,0,12,3,49,30,2,7,1,1,2,0,0,1,4,1
2249,80,9,0,7,3,0,1,51,16,23,9,0,3,1,1,3,0,0,3,4,1
2250,81,1,0,5,1,0,1,1,9,60,31,1,2,2,0,10,0,0,0,7,1
2251,81,2,0,5,2,0,0,1,5,65,30,0,1,1,1,8,0,0,0,2,1
2252,81,3,0,9,2,0,1,15,12,46,34,1,2,1,0,3,0,0,0,3,2
2253,81,4,0,2,2,0,2,2,19,50,38,3,1,1,0,5,0,0,0,4,2
2254,81,5,0,2,1,0,0,0,6,59,58,0,1,1,0,0,0,1,0,1,3
2255,81,6,0,3,0,0,0,1,6,51,65,1,2,1,0,5,0,0,0,4,2
2256,81,7,0,2,3,0,2,1,8,73,40,2,2,2,0,5,0,0,0,2,1
2257,81,8,3,11,1,15,0,0,10,33,25,0,2,1,0,0,0,15,1,30,0
2258,81,9,0,7,0,20,0,0,7,38,30,0,4,0,1,2,0,16,0,15,0
2259,82,1,0,1,1,5,2,0,3,72,37,6,0,2,1,0,0,1,0,8,1
2260,82,2,4,7,3,6,0,0,14,45,30,1,1,1,0,2,0,14,0,11,0
2261,82,3,0,8,1,2,1,0,10,36,47,2,1,0,3,9,0,8,1,6,0
2262,82,4,0,5,0,0,1,0,7,68,40,0,2,0,1,6,0,0,0,7,2
2263,82,5,0,3,0,2,1,1,3,49,51,2,1,1,0,2,0,0,0,5,0
2264,82,6,0,3,2,0,0,3,6,46,57,4,2,1,0,4,0,0,0,3,2
2265,82,7,0,5,1,0,0,1,12,54,60,2,2,0,0,5,0,1,0,3,1
2266,82,8,0,10,1,6,1,1,6,53,51,1,3,0,1,4,0,1,1,10,1
2267,82,9,0,8,3,0,2,5,5,58,44,3,2,0,0,6,0,0,0,5,1
2268,83,1,0,5,2,0,0,8,8,51,24,3,3,0,0,4,0,0,0,6,1
2269,83,2,0,5,1,2,1,3,4,56,34,1,0,2,0,2,0,0,0,6,0
2270,83,3,0,3,0,1,1,1,5,61,49,2,6,0,0,6,0,3,0,5,0
2271,83,4,0,5,1,0,0,28,9,38,23,0,2,3,1,4,0,0,0,2,0
2272,83,5,0,6,2,0,1,2,1,69,47,1,1,1,2,5,0,0,0,6,2
2273,83,6,4,3,0,4,0,0,4,59,33,0,4,0,2,2,0,23,1,27,1
2274,83,7,0,2,1,0,0,22,4,34,19,0,1,2,0,2,0,0,0,4,1
2275,83,8,0,7,0,0,0,2,2,66,37,1,0,1,2,2,0,0,1,0,1
2276,83,9,0,3,2,0,2,0,5,73,52,0,2,1,0,3,0,3,0,7,2
2358,95,1,0,0,1,0,1,0,11,92,27,3,2,2,0,4,0,0,0,5,2
2359,95,2,0,6,1,0,1,4,11,64,22,4,6,0,2,1,0,0,0,5,0
2360,95,3,0,9,2,0,1,33,4,42,9,5,0,2,2,4,0,0,1,5,2
2361,95,4,0,1,0,8,0,0,10,76,35,3,2,0,0,5,0,5,0,8,2
2362,95,5,0,2,0,0,0,1,10,57,37,2,6,1,0,7,0,0,0,3,1
2363,95,6,0,3,5,0,0,8,7,58,36,2,3,2,2,4,0,0,0,2,3
2364,95,7,0,4,1,0,1,0,7,64,40,3,1,2,4,8,0,0,0,5,3
2365,95,8,0,2,1,0,0,6,10,61,43,3,7,1,0,10,0,0,0,3,1
2366,95,9,0,5,1,1,0,3,4,65,48,2,3,3,1,6,0,0,0,1,4
2367,96,1,0,8,2,0,0,3,9,60,45,6,1,1,0,6,0,0,0,3,1
2368,96,2,0,5,1,0,0,5,3,54,58,1,2,0,0,3,0,0,0,3,1
2369,96,3,0,7,1,0,0,2,8,59,47,0,1,0,1,6,0,0,0,2,0
2370,96,4,0,4,1,0,0,2,5,58,41,0,4,1,0,3,0,0,1,5,1
2371,96,5,0,7,1,0,0,3,3,77,43,2,0,0,2,8,0,0,0,3,1
2372,96,6,0,2,1,0,0,2,5,59,51,1,2,2,1,6,0,0,0,5,3
2373,96,7,0,5,0,16,0,0,10,55,35,1,2,0,1,0,0,12,0,19,1
2374,96,8,3,1,1,9,0,0,9,73,54,2,2,1,1,1,0,1,0,8,1
2375,96,9,0,7,0,3,0,4,6,68,55,3,0,1,1,5,0,0,0,3,2
2376,97,1,2,8,1,14,0,1,8,38,41,2,5,0,0,0,0,18,0,17,0
2377,97,2,0,1,3,0,0,2,5,80,39,4,0,0,1,3,0,1,0,4,1
2378,97,3,0,5,4,1,0,37,11,56,8,2,3,2,0,4,0,0,1,5,1
2379,97,4,0,3,0,0,1,2,4,68,42,2,1,2,0,6,0,0,0,1,0
2380,97,5,0,7,0,0,1,2,4,64,37,4,1,1,0,2,0,0,0,2,0
2381,97,6,0,4,1,0,1,16,9,49,30,3,3,1,0,2,0,0,1,0,3
2382,97,7,0,2,1,1,0,0,9,56,53,5,1,0,0,4,0,0,1,1,0
2383,97,8,0,3,2,0,1,3,8,64,53,1,1,0,0,6,0,0,0,1,3
2384,97,9,0,1,2,0,0,0,4,76,45,3,2,2,0,6,0,0,0,3,2
2385,98,1,3,8,1,17,0,1,12,33,21,2,5,1,0,0,0,23,0,19,0
2386,98,2,0,3,1,1,0,0,12,76,32,2,0,2,0,1,0,0,0,9,0
2387,98,3,0,9,0,24,2,0,4,38,15,0,2,1,2,3,0,27,2,49,1
2388,98,4,3,5,1,7,2,1,11,38,31,0,4,1,0,3,0,5,0,25,0
2389,98,5,0,4,0,6,1,1,6,58,48,1,3,0,1,5,0,5,0,7,2
2390,98,6,1,4,0,5,0,0,12,55,35,0,6,1,0,5,0,13,0,11,0
2391,98,7,0,1,1,0,0,3,11,57,44,4,0,0,0,6,0,0,0,2,2
2392,98,8,0,2,0,0,2,1,7,60,50,2,2,2,0,3,0,0,0,1,3
2393,98,9,0,2,0,0,1,1,6,67,51,5,4,0,0,5,0,0,0,4,3
2394,99,1,0,3,2,0,0,3,5,64,41,5,0,1,0,1,0,0,0,4,1
2395,99,2,0,5,1,0,1,3,4,58,42,3,0,1,2,9,0,0,0,1,0
2396,99,3,0,9,4,0,0,2,8,69,34,1,6,1,1,9,0,0,0,2,4
2397,99,4,3,6,1,19,0,0,5,43,37,1,6,0,0,4,0,11,1,16,2
2398,99,5,0,9,0,6,0,1,6,74,51,1,0,2,1,5,0,0,0,4,1
2399,99,6,0,4,0,6,1,1,6,77,44,1,3,1,1,6,0,1,0,5,1
2400,99,7,0,5,1,0,0,0,6,64,47,1,0,1,0,3,0,5,0,1,1
2401,99,8,4,8,1,14,0,1,13,58,40,1,7,1,1,1,0,16,0,21,0
2402,99,9,0,4,2,7,0,2,8,87,41,2,4,2,2,4,0,2,0,6,1
