,fov,spot_id,tumor,fibroblast,macrophage,T CD4 memory,T CD8 memory,plasmablast,B-cell,mast,Treg,endothelial,pDC,T CD4 naive,neutrophil,T CD8 naive,NK,monocyte,epithelial,mDC
168,9.0,9.0,28.0,15.0,4.0,1.0,0.0,2.0,80.0,4.0,1.0,6.0,9.0,22.0,12.0,8.0,3.0,0.0,14.0,13.0
169,9.0,10.0,64.0,21.0,9.0,0.0,0.0,4.0,5.0,3.0,0.0,20.0,1.0,5.0,11.0,2.0,1.0,1.0,14.0,7.0
170,9.0,11.0,1.0,16.0,37.0,0.0,0.0,3.0,6.0,9.0,0.0,24.0,6.0,21.0,20.0,1.0,3.0,2.0,11.0,3.0
171,9.0,12.0,0.0,7.0,26.0,0.0,0.0,3.0,7.0,3.0,0.0,13.0,1.0,10.0,29.0,1.0,9.0,1.0,9.0,1.0
172,9.0,13.0,2.0,9.0,45.0,0.0,0.0,7.0,8.0,3.0,0.0,12.0,2.0,7.0,35.0,2.0,1.0,0.0,6.0,0.0
173,9.0,14.0,1.0,6.0,33.0,0.0,0.0,6.0,2.0,7.0,0.0,13.0,4.0,12.0,59.0,4.0,5.0,1.0,6.0,4.0
174,9.0,15.0,0.0,14.0,31.0,0.0,0.0,11.0,3.0,12.0,0.0,31.0,1.0,10.0,57.0,2.0,11.0,2.0,11.0,1.0
175,9.0,16.0,2.0,4.0,16.0,0.0,0.0,2.0,3.0,3.0,0.0,30.0,0.0,9.0,47.0,2.0,4.0,0.0,7.0,2.0
176,9.0,17.0,2.0,0.0,54.0,0.0,0.0,0.0,1.0,5.0,0.0,1.0,0.0,0.0,64.0,0.0,5.0,0.0,5.0,1.0
177,9.0,18.0,6.0,8.0,32.0,0.0,0.0,3.0,1.0,5.0,0.0,18.0,1.0,5.0,37.0,4.0,5.0,1.0,2.0,4.0
178,9.0,19.0,5.0,9.0,46.0,0.0,0.0,2.0,1.0,2.0,0.0,21.0,1.0,3.0,52.0,1.0,3.0,1.0,11.0,5.0
179,9.0,20.0,6.0,1.0,40.0,0.0,0.0,1.0,2.0,5.0,1.0,6.0,0.0,0.0,69.0,0.0,6.0,1.0,0.0,1.0
180,10.0,1.0,0.0,13.0,46.0,1.0,0.0,2.0,0.0,11.0,0.0,8.0,5.0,3.0,39.0,1.0,4.0,1.0,17.0,8.0
181,10.0,2.0,2.0,14.0,23.0,0.0,0.0,1.0,0.0,4.0,0.0,24.0,1.0,0.0,31.0,2.0,6.0,2.0,14.0,2.0
182,10.0,3.0,15.0,7.0,25.0,0.0,0.0,0.0,1.0,4.0,0.0,14.0,0.0,1.0,42.0,1.0,6.0,0.0,13.0,1.0
183,10.0,4.0,1.0,4.0,31.0,0.0,0.0,0.0,2.0,8.0,0.0,27.0,0.0,10.0,38.0,0.0,3.0,1.0,13.0,4.0
184,10.0,5.0,3.0,43.0,11.0,0.0,0.0,7.0,6.0,4.0,1.0,27.0,2.0,16.0,15.0,2.0,3.0,4.0,3.0,8.0
185,10.0,6.0,0.0,19.0,27.0,0.0,0.0,7.0,6.0,9.0,0.0,13.0,7.0,4.0,29.0,1.0,2.0,2.0,15.0,4.0
186,10.0,7.0,5.0,8.0,23.0,0.0,0.0,2.0,3.0,3.0,0.0,20.0,0.0,1.0,40.0,0.0,2.0,1.0,11.0,4.0
187,10.0,8.0,2.0,5.0,34.0,0.0,0.0,2.0,0.0,6.0,0.0,14.0,1.0,4.0,38.0,1.0,0.0,2.0,4.0,1.0
188,10.0,9.0,14.0,24.0,12.0,0.0,0.0,18.0,32.0,5.0,1.0,30.0,12.0,14.0,13.0,2.0,9.0,2.0,28.0,13.0
189,10.0,10.0,0.0,30.0,21.0,0.0,0.0,30.0,19.0,12.0,0.0,22.0,10.0,37.0,7.0,2.0,8.0,2.0,23.0,13.0
190,10.0,11.0,2.0,8.0,32.0,0.0,0.0,12.0,5.0,9.0,0.0,17.0,6.0,3.0,50.0,0.0,4.0,1.0,18.0,3.0
191,10.0,12.0,1.0,1.0,30.0,0.0,0.0,2.0,0.0,2.0,0.0,7.0,0.0,1.0,65.0,0.0,2.0,1.0,2.0,0.0
192,10.0,13.0,92.0,39.0,0.0,0.0,0.0,2.0,1.0,13.0,0.0,12.0,0.0,2.0,26.0,0.0,2.0,0.0,2.0,2.0
193,10.0,14.0,77.0,34.0,6.0,0.0,0.0,6.0,0.0,8.0,0.0,34.0,1.0,7.0,6.0,1.0,5.0,1.0,0.0,4.0
194,10.0,15.0,82.0,21.0,1.0,0.0,0.0,6.0,0.0,6.0,0.0,18.0,0.0,3.0,7.0,1.0,5.0,1.0,1.0,4.0
195,10.0,16.0,43.0,26.0,4.0,0.0,0.0,23.0,0.0,10.0,0.0,14.0,3.0,1.0,8.0,0.0,3.0,2.0,6.0,5.0
196,10.0,17.0,113.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
197,10.0,18.0,124.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0
198,10.0,19.0,114.0,22.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
199,10.0,20.0,143.0,17.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,9.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,1.0
200,11.0,1.0,141.0,2.0,2.0,0.0,0.0,3.0,0.0,3.0,0.0,4.0,1.0,0.0,6.0,1.0,0.0,2.0,2.0,0.0
201,11.0,2.0,141.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,7.0,0.0,0.0,0.0,1.0,1.0
202,11.0,3.0,176.0,10.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,8.0,0.0,0.0,6.0,0.0,2.0,0.0,4.0,0.0
203,11.0,4.0,63.0,16.0,0.0,0.0,0.0,43.0,0.0,4.0,0.0,13.0,3.0,2.0,5.0,1.0,1.0,1.0,26.0,1.0
204,11.0,5.0,7.0,19.0,13.0,7.0,0.0,35.0,22.0,8.0,0.0,16.0,23.0,44.0,3.0,10.0,5.0,10.0,35.0,27.0
205,11.0,6.0,57.0,14.0,12.0,0.0,0.0,22.0,1.0,1.0,0.0,9.0,3.0,6.0,14.0,3.0,1.0,2.0,3.0,2.0
206,11.0,7.0,62.0,23.0,6.0,1.0,0.0,27.0,3.0,13.0,0.0,16.0,3.0,13.0,9.0,1.0,2.0,2.0,16.0,3.0
207,11.0,8.0,3.0,35.0,11.0,0.0,0.0,39.0,8.0,12.0,0.0,35.0,11.0,18.0,11.0,3.0,0.0,3.0,4.0,7.0
208,11.0,9.0,0.0,30.0,6.0,7.0,0.0,56.0,54.0,15.0,0.0,43.0,22.0,55.0,3.0,9.0,2.0,0.0,3.0,8.0
209,11.0,10.0,0.0,26.0,9.0,0.0,0.0,28.0,69.0,10.0,0.0,29.0,8.0,51.0,14.0,5.0,2.0,1.0,30.0,5.0
210,11.0,11.0,0.0,35.0,8.0,0.0,0.0,30.0,41.0,15.0,1.0,19.0,8.0,51.0,4.0,5.0,1.0,1.0,35.0,8.0
211,11.0,12.0,1.0,34.0,5.0,0.0,0.0,47.0,15.0,13.0,0.0,40.0,9.0,16.0,11.0,3.0,1.0,1.0,25.0,6.0
212,11.0,13.0,0.0,48.0,5.0,2.0,0.0,32.0,18.0,11.0,0.0,17.0,8.0,10.0,1.0,2.0,6.0,1.0,32.0,9.0
213,11.0,14.0,0.0,38.0,4.0,0.0,0.0,19.0,0.0,10.0,0.0,24.0,4.0,2.0,0.0,3.0,0.0,0.0,11.0,7.0
214,11.0,15.0,0.0,35.0,8.0,2.0,0.0,46.0,13.0,12.0,1.0,4.0,13.0,12.0,3.0,4.0,1.0,0.0,0.0,11.0
215,11.0,16.0,0.0,38.0,6.0,0.0,0.0,44.0,99.0,16.0,0.0,14.0,15.0,29.0,3.0,4.0,3.0,0.0,3.0,7.0
216,11.0,17.0,0.0,24.0,2.0,4.0,0.0,22.0,2.0,7.0,2.0,2.0,3.0,5.0,0.0,6.0,5.0,0.0,0.0,11.0
217,11.0,18.0,52.0,30.0,1.0,0.0,0.0,22.0,0.0,13.0,0.0,10.0,0.0,4.0,1.0,1.0,1.0,0.0,4.0,5.0
218,11.0,19.0,36.0,66.0,2.0,3.0,0.0,13.0,4.0,6.0,0.0,14.0,4.0,6.0,2.0,5.0,0.0,0.0,0.0,2.0
219,11.0,20.0,9.0,63.0,2.0,0.0,0.0,4.0,0.0,3.0,0.0,25.0,0.0,3.0,3.0,2.0,0.0,0.0,0.0,2.0
220,12.0,1.0,80.0,21.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0
221,12.0,2.0,108.0,32.0,2.0,0.0,0.0,5.0,0.0,3.0,0.0,4.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
222,12.0,3.0,124.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,2.0,6.0,1.0,0.0,0.0,1.0,1.0
223,12.0,4.0,128.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0
224,12.0,5.0,128.0,20.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0
225,12.0,6.0,91.0,31.0,1.0,0.0,0.0,5.0,0.0,6.0,0.0,7.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,0.0
226,12.0,7.0,135.0,49.0,0.0,0.0,0.0,18.0,1.0,5.0,1.0,7.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,1.0
227,12.0,8.0,142.0,29.0,1.0,0.0,0.0,1.0,0.0,3.0,0.0,7.0,0.0,1.0,3.0,0.0,0.0,0.0,1.0,1.0
228,12.0,9.0,15.0,12.0,1.0,0.0,0.0,24.0,6.0,1.0,1.0,5.0,2.0,4.0,55.0,1.0,0.0,1.0,7.0,1.0
229,12.0,10.0,28.0,25.0,8.0,0.0,0.0,24.0,11.0,11.0,1.0,5.0,5.0,32.0,12.0,4.0,0.0,2.0,7.0,13.0
230,12.0,11.0,5.0,52.0,5.0,1.0,0.0,24.0,11.0,7.0,3.0,22.0,6.0,18.0,5.0,4.0,0.0,4.0,10.0,8.0
231,12.0,12.0,58.0,14.0,3.0,0.0,0.0,5.0,2.0,5.0,0.0,10.0,1.0,6.0,21.0,4.0,3.0,1.0,16.0,6.0
232,12.0,13.0,16.0,10.0,20.0,1.0,0.0,27.0,0.0,4.0,1.0,7.0,1.0,6.0,64.0,2.0,3.0,4.0,12.0,4.0
233,12.0,14.0,0.0,45.0,15.0,9.0,1.0,20.0,39.0,3.0,0.0,11.0,10.0,70.0,46.0,12.0,4.0,1.0,2.0,7.0
234,12.0,15.0,0.0,48.0,4.0,9.0,1.0,15.0,106.0,6.0,2.0,25.0,10.0,108.0,4.0,18.0,0.0,0.0,0.0,12.0
235,12.0,16.0,0.0,28.0,7.0,4.0,0.0,7.0,80.0,3.0,0.0,16.0,4.0,32.0,5.0,3.0,1.0,2.0,48.0,10.0
236,12.0,17.0,69.0,0.0,10.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0
237,12.0,18.0,34.0,30.0,13.0,3.0,0.0,19.0,3.0,5.0,1.0,7.0,1.0,11.0,13.0,1.0,3.0,3.0,16.0,5.0
238,12.0,19.0,0.0,51.0,19.0,7.0,0.0,22.0,17.0,5.0,1.0,18.0,10.0,13.0,10.0,8.0,2.0,4.0,19.0,16.0
239,12.0,20.0,0.0,30.0,6.0,2.0,0.0,12.0,11.0,3.0,6.0,9.0,8.0,6.0,5.0,1.0,4.0,1.0,5.0,6.0
240,13.0,1.0,101.0,9.0,4.0,0.0,0.0,0.0,0.0,5.0,0.0,20.0,0.0,0.0,15.0,0.0,0.0,1.0,9.0,5.0
241,13.0,2.0,77.0,6.0,5.0,1.0,0.0,8.0,0.0,2.0,0.0,9.0,4.0,3.0,25.0,0.0,2.0,0.0,3.0,1.0
242,13.0,3.0,2.0,11.0,19.0,1.0,0.0,14.0,3.0,7.0,0.0,19.0,4.0,6.0,40.0,4.0,5.0,4.0,3.0,12.0
243,13.0,4.0,0.0,5.0,14.0,1.0,0.0,5.0,2.0,0.0,0.0,0.0,1.0,0.0,16.0,0.0,1.0,1.0,3.0,0.0
244,13.0,5.0,129.0,13.0,2.0,0.0,0.0,6.0,0.0,4.0,0.0,7.0,0.0,2.0,7.0,1.0,2.0,1.0,14.0,0.0
245,13.0,6.0,39.0,6.0,50.0,0.0,0.0,3.0,0.0,4.0,0.0,9.0,0.0,2.0,36.0,0.0,7.0,2.0,7.0,1.0
246,13.0,7.0,39.0,5.0,28.0,0.0,0.0,6.0,1.0,5.0,0.0,14.0,5.0,4.0,34.0,1.0,7.0,0.0,9.0,9.0
247,13.0,8.0,0.0,21.0,10.0,1.0,0.0,16.0,3.0,8.0,0.0,43.0,3.0,11.0,5.0,3.0,4.0,0.0,18.0,7.0
248,13.0,9.0,39.0,0.0,11.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,31.0,0.0,2.0,0.0,2.0,0.0
249,13.0,10.0,7.0,2.0,23.0,0.0,0.0,2.0,2.0,0.0,0.0,3.0,0.0,2.0,57.0,0.0,1.0,0.0,1.0,4.0
250,13.0,11.0,9.0,4.0,36.0,0.0,0.0,4.0,1.0,4.0,0.0,5.0,1.0,6.0,41.0,0.0,5.0,1.0,4.0,6.0
251,13.0,12.0,3.0,0.0,30.0,0.0,0.0,1.0,3.0,7.0,0.0,3.0,0.0,0.0,87.0,0.0,5.0,0.0,5.0,3.0
252,13.0,13.0,3.0,0.0,38.0,0.0,0.0,1.0,2.0,8.0,0.0,11.0,1.0,3.0,82.0,0.0,7.0,0.0,8.0,2.0
253,13.0,14.0,0.0,8.0,18.0,1.0,0.0,9.0,1.0,11.0,0.0,34.0,5.0,4.0,38.0,1.0,6.0,2.0,24.0,2.0
254,13.0,15.0,1.0,9.0,21.0,0.0,0.0,7.0,4.0,4.0,0.0,19.0,0.0,2.0,48.0,0.0,3.0,0.0,16.0,5.0
255,13.0,16.0,4.0,2.0,45.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,1.0,61.0,0.0,3.0,1.0,4.0,2.0
256,13.0,17.0,0.0,13.0,29.0,0.0,0.0,2.0,3.0,5.0,0.0,24.0,2.0,11.0,34.0,3.0,8.0,3.0,17.0,7.0
257,13.0,18.0,1.0,14.0,28.0,0.0,0.0,0.0,2.0,0.0,0.0,20.0,0.0,3.0,40.0,0.0,6.0,1.0,17.0,4.0
258,13.0,19.0,5.0,8.0,33.0,0.0,0.0,0.0,2.0,5.0,0.0,15.0,0.0,2.0,44.0,0.0,4.0,2.0,11.0,5.0
259,13.0,20.0,4.0,6.0,30.0,0.0,0.0,2.0,2.0,2.0,0.0,12.0,0.0,2.0,46.0,1.0,2.0,0.0,9.0,1.0
260,14.0,1.0,3.0,12.0,20.0,0.0,0.0,8.0,2.0,9.0,0.0,27.0,2.0,4.0,38.0,0.0,6.0,0.0,7.0,3.0
261,14.0,2.0,2.0,11.0,16.0,0.0,0.0,0.0,1.0,7.0,0.0,6.0,0.0,3.0,25.0,0.0,3.0,0.0,6.0,2.0
262,14.0,3.0,1.0,3.0,48.0,0.0,0.0,2.0,1.0,6.0,0.0,2.0,1.0,3.0,56.0,0.0,2.0,1.0,7.0,2.0
263,14.0,4.0,0.0,11.0,45.0,0.0,0.0,2.0,3.0,10.0,0.0,14.0,0.0,2.0,50.0,3.0,5.0,1.0,8.0,3.0
264,14.0,5.0,0.0,9.0,35.0,0.0,0.0,8.0,2.0,3.0,0.0,15.0,1.0,8.0,25.0,0.0,5.0,1.0,9.0,6.0
265,14.0,6.0,3.0,0.0,49.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,48.0,0.0,6.0,1.0,0.0,3.0
266,14.0,7.0,0.0,5.0,52.0,0.0,0.0,0.0,3.0,8.0,0.0,10.0,0.0,3.0,48.0,0.0,7.0,0.0,2.0,0.0
267,14.0,8.0,3.0,0.0,41.0,0.0,0.0,0.0,1.0,2.0,0.0,4.0,0.0,3.0,41.0,0.0,6.0,3.0,3.0,5.0
268,14.0,9.0,0.0,8.0,16.0,0.0,0.0,3.0,6.0,6.0,0.0,42.0,1.0,40.0,29.0,2.0,11.0,1.0,7.0,5.0
269,14.0,10.0,0.0,9.0,17.0,0.0,0.0,1.0,1.0,6.0,0.0,25.0,0.0,8.0,36.0,0.0,4.0,2.0,5.0,2.0
270,14.0,11.0,1.0,3.0,24.0,0.0,0.0,2.0,0.0,6.0,0.0,26.0,2.0,5.0,38.0,0.0,1.0,2.0,22.0,4.0
271,14.0,12.0,2.0,9.0,24.0,0.0,0.0,3.0,1.0,9.0,0.0,26.0,0.0,1.0,20.0,0.0,3.0,1.0,8.0,3.0
272,14.0,13.0,5.0,3.0,13.0,0.0,0.0,0.0,4.0,4.0,0.0,13.0,0.0,2.0,50.0,0.0,10.0,1.0,5.0,1.0
273,14.0,14.0,5.0,10.0,12.0,0.0,0.0,0.0,2.0,3.0,0.0,29.0,1.0,2.0,24.0,0.0,6.0,1.0,8.0,1.0
274,14.0,15.0,0.0,9.0,26.0,0.0,0.0,0.0,5.0,7.0,0.0,22.0,0.0,1.0,44.0,1.0,6.0,1.0,14.0,4.0
275,14.0,16.0,10.0,1.0,47.0,0.0,0.0,1.0,2.0,5.0,0.0,10.0,0.0,1.0,40.0,0.0,2.0,1.0,6.0,1.0
276,14.0,17.0,1.0,5.0,30.0,0.0,0.0,4.0,1.0,5.0,0.0,7.0,0.0,1.0,22.0,1.0,1.0,0.0,9.0,5.0
277,14.0,18.0,0.0,3.0,38.0,0.0,0.0,2.0,4.0,3.0,0.0,19.0,0.0,2.0,50.0,0.0,9.0,1.0,4.0,1.0
278,14.0,19.0,1.0,5.0,36.0,0.0,0.0,2.0,1.0,6.0,0.0,33.0,1.0,0.0,42.0,0.0,4.0,1.0,9.0,3.0
279,14.0,20.0,1.0,5.0,31.0,0.0,0.0,2.0,9.0,3.0,0.0,16.0,2.0,8.0,42.0,2.0,5.0,0.0,16.0,6.0
280,15.0,1.0,2.0,3.0,33.0,0.0,0.0,2.0,2.0,12.0,0.0,24.0,1.0,1.0,20.0,0.0,2.0,1.0,15.0,0.0
281,15.0,2.0,0.0,2.0,46.0,0.0,0.0,0.0,5.0,2.0,0.0,19.0,0.0,10.0,14.0,1.0,5.0,1.0,8.0,4.0
282,15.0,3.0,0.0,3.0,53.0,0.0,0.0,0.0,0.0,4.0,0.0,7.0,1.0,1.0,38.0,0.0,3.0,1.0,7.0,6.0
283,15.0,4.0,6.0,9.0,33.0,1.0,0.0,1.0,2.0,5.0,0.0,12.0,0.0,1.0,28.0,0.0,1.0,1.0,25.0,4.0
284,15.0,5.0,2.0,0.0,50.0,0.0,0.0,0.0,2.0,0.0,0.0,8.0,0.0,1.0,32.0,1.0,1.0,1.0,2.0,3.0
285,15.0,6.0,0.0,3.0,44.0,0.0,0.0,2.0,7.0,10.0,0.0,21.0,3.0,8.0,20.0,1.0,3.0,1.0,10.0,4.0
286,15.0,7.0,0.0,0.0,26.0,0.0,0.0,0.0,1.0,7.0,0.0,19.0,0.0,1.0,18.0,0.0,3.0,1.0,11.0,1.0
287,15.0,8.0,0.0,9.0,43.0,0.0,0.0,0.0,0.0,5.0,0.0,18.0,0.0,1.0,22.0,0.0,1.0,2.0,15.0,2.0
288,15.0,9.0,5.0,0.0,70.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,1.0,0.0,35.0,0.0,0.0,0.0,2.0,3.0
289,15.0,10.0,5.0,0.0,58.0,0.0,0.0,0.0,3.0,2.0,1.0,0.0,0.0,0.0,51.0,0.0,2.0,1.0,0.0,1.0
290,15.0,11.0,1.0,1.0,73.0,0.0,0.0,0.0,0.0,4.0,0.0,6.0,0.0,1.0,43.0,0.0,2.0,0.0,5.0,2.0
291,15.0,12.0,1.0,2.0,46.0,0.0,0.0,1.0,0.0,8.0,0.0,7.0,0.0,0.0,19.0,0.0,2.0,0.0,10.0,3.0
292,15.0,13.0,14.0,10.0,17.0,0.0,0.0,11.0,2.0,5.0,0.0,16.0,0.0,2.0,21.0,0.0,1.0,1.0,8.0,2.0
293,15.0,14.0,1.0,1.0,34.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,21.0,0.0,1.0,0.0,0.0,1.0
294,15.0,15.0,1.0,2.0,43.0,0.0,0.0,0.0,1.0,3.0,0.0,2.0,1.0,1.0,37.0,0.0,4.0,1.0,9.0,2.0
295,15.0,16.0,0.0,4.0,22.0,0.0,0.0,3.0,3.0,1.0,0.0,1.0,0.0,0.0,9.0,0.0,0.0,0.0,16.0,4.0
296,15.0,17.0,144.0,13.0,2.0,0.0,0.0,1.0,0.0,2.0,0.0,7.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0
297,15.0,18.0,49.0,28.0,1.0,0.0,0.0,2.0,1.0,3.0,0.0,5.0,2.0,0.0,1.0,0.0,2.0,0.0,1.0,6.0
298,15.0,19.0,0.0,39.0,5.0,0.0,0.0,10.0,2.0,11.0,0.0,8.0,2.0,2.0,7.0,3.0,2.0,0.0,13.0,8.0
299,15.0,20.0,2.0,24.0,12.0,3.0,1.0,21.0,2.0,8.0,0.0,14.0,17.0,10.0,6.0,4.0,5.0,1.0,19.0,11.0
300,16.0,1.0,122.0,30.0,0.0,0.0,0.0,17.0,0.0,6.0,0.0,7.0,1.0,1.0,2.0,0.0,1.0,0.0,4.0,0.0
301,16.0,2.0,170.0,19.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
302,16.0,3.0,41.0,45.0,1.0,1.0,0.0,33.0,0.0,9.0,0.0,5.0,6.0,0.0,1.0,1.0,1.0,0.0,21.0,0.0
303,16.0,4.0,1.0,27.0,1.0,0.0,0.0,62.0,2.0,1.0,1.0,7.0,12.0,4.0,2.0,2.0,2.0,0.0,0.0,2.0
304,16.0,5.0,65.0,8.0,19.0,0.0,0.0,8.0,6.0,3.0,1.0,11.0,9.0,7.0,15.0,2.0,2.0,2.0,5.0,4.0
305,16.0,6.0,84.0,22.0,2.0,0.0,0.0,39.0,5.0,4.0,0.0,15.0,12.0,10.0,3.0,3.0,2.0,1.0,2.0,6.0
306,16.0,7.0,11.0,24.0,6.0,1.0,0.0,72.0,8.0,7.0,1.0,10.0,39.0,7.0,1.0,0.0,1.0,0.0,9.0,2.0
307,16.0,8.0,3.0,35.0,7.0,0.0,0.0,50.0,3.0,5.0,0.0,12.0,18.0,8.0,2.0,2.0,1.0,0.0,39.0,1.0
308,16.0,9.0,0.0,26.0,8.0,1.0,0.0,81.0,5.0,7.0,0.0,42.0,27.0,8.0,2.0,2.0,0.0,2.0,18.0,4.0
309,16.0,10.0,0.0,20.0,13.0,0.0,0.0,82.0,21.0,14.0,0.0,23.0,37.0,11.0,2.0,4.0,1.0,0.0,24.0,0.0
310,16.0,11.0,22.0,25.0,8.0,1.0,0.0,91.0,4.0,15.0,0.0,25.0,26.0,6.0,1.0,2.0,4.0,0.0,2.0,2.0
311,16.0,12.0,2.0,14.0,16.0,0.0,0.0,29.0,0.0,4.0,1.0,22.0,20.0,3.0,2.0,0.0,1.0,0.0,11.0,2.0
312,16.0,13.0,0.0,25.0,3.0,0.0,0.0,37.0,182.0,7.0,0.0,20.0,13.0,19.0,8.0,3.0,0.0,0.0,5.0,12.0
313,16.0,14.0,0.0,65.0,5.0,0.0,0.0,41.0,93.0,8.0,0.0,32.0,16.0,11.0,0.0,4.0,2.0,0.0,0.0,16.0
314,16.0,15.0,10.0,48.0,3.0,0.0,0.0,43.0,11.0,10.0,0.0,33.0,19.0,10.0,2.0,4.0,2.0,0.0,22.0,2.0
315,16.0,16.0,0.0,16.0,6.0,0.0,0.0,43.0,2.0,8.0,0.0,15.0,7.0,4.0,4.0,1.0,0.0,0.0,18.0,4.0
316,16.0,17.0,1.0,87.0,1.0,0.0,0.0,12.0,0.0,4.0,0.0,23.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,2.0
317,16.0,18.0,53.0,58.0,1.0,0.0,0.0,9.0,1.0,6.0,0.0,18.0,3.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0
318,16.0,19.0,42.0,46.0,0.0,0.0,0.0,16.0,0.0,10.0,0.0,2.0,1.0,2.0,0.0,1.0,0.0,0.0,8.0,0.0
319,16.0,20.0,0.0,32.0,4.0,1.0,1.0,8.0,1.0,11.0,0.0,20.0,2.0,1.0,5.0,3.0,1.0,1.0,47.0,3.0
320,17.0,1.0,137.0,30.0,1.0,1.0,0.0,5.0,1.0,2.0,0.0,19.0,3.0,1.0,4.0,2.0,1.0,0.0,1.0,1.0
321,17.0,2.0,120.0,27.0,2.0,0.0,0.0,21.0,2.0,2.0,1.0,21.0,3.0,3.0,4.0,2.0,2.0,0.0,1.0,1.0
322,17.0,3.0,54.0,34.0,2.0,0.0,0.0,20.0,0.0,1.0,0.0,39.0,2.0,0.0,4.0,2.0,1.0,0.0,0.0,1.0
323,17.0,4.0,0.0,56.0,5.0,0.0,0.0,44.0,3.0,10.0,0.0,35.0,16.0,9.0,1.0,4.0,0.0,1.0,0.0,8.0
324,17.0,5.0,149.0,52.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,5.0,0.0,0.0,5.0,1.0,0.0,1.0,1.0,1.0
325,17.0,6.0,139.0,31.0,0.0,1.0,0.0,9.0,0.0,0.0,0.0,9.0,1.0,0.0,2.0,2.0,1.0,0.0,1.0,0.0
326,17.0,7.0,46.0,58.0,2.0,0.0,0.0,42.0,1.0,6.0,0.0,13.0,5.0,1.0,11.0,1.0,1.0,2.0,6.0,7.0
327,17.0,8.0,0.0,48.0,7.0,2.0,0.0,73.0,4.0,8.0,1.0,37.0,12.0,16.0,6.0,9.0,2.0,3.0,0.0,9.0
328,17.0,9.0,46.0,29.0,2.0,0.0,0.0,33.0,1.0,7.0,0.0,14.0,4.0,6.0,26.0,0.0,5.0,0.0,30.0,2.0
329,17.0,10.0,72.0,17.0,11.0,0.0,0.0,25.0,2.0,2.0,0.0,5.0,2.0,2.0,46.0,0.0,1.0,1.0,12.0,1.0
330,17.0,11.0,59.0,7.0,1.0,0.0,0.0,27.0,2.0,1.0,0.0,9.0,3.0,1.0,45.0,1.0,3.0,1.0,13.0,5.0
331,17.0,12.0,16.0,57.0,19.0,0.0,0.0,26.0,4.0,10.0,0.0,18.0,14.0,11.0,26.0,3.0,3.0,4.0,11.0,15.0
332,17.0,13.0,5.0,6.0,7.0,0.0,0.0,10.0,0.0,3.0,1.0,0.0,12.0,4.0,22.0,0.0,1.0,0.0,5.0,5.0
333,17.0,14.0,0.0,9.0,5.0,0.0,0.0,30.0,1.0,3.0,0.0,6.0,8.0,1.0,16.0,0.0,0.0,0.0,2.0,1.0
334,17.0,15.0,13.0,5.0,1.0,0.0,0.0,9.0,3.0,1.0,0.0,2.0,3.0,4.0,2.0,1.0,0.0,0.0,1.0,2.0
335,17.0,16.0,4.0,30.0,2.0,0.0,0.0,10.0,3.0,8.0,0.0,8.0,3.0,3.0,7.0,2.0,0.0,2.0,8.0,4.0
336,17.0,17.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,4.0,0.0
