,fov,spot_id,B-cell,NK,T CD4 memory,T CD4 naive,T CD8 memory,T CD8 naive,Treg,endothelial,epithelial,fibroblast,mDC,macrophage,mast,monocyte,neutrophil,pDC,plasmablast,tumor 12,tumor 13,tumor 5,tumor 6,tumor 9
140,8.0,1.0,11.0,5.0,19.0,11.0,5.0,13.0,12.0,42.0,18.0,67.0,8.0,11.0,6.0,22.0,10.0,7.0,14.0,0.0,0.0,0.0,0.0,0.0
141,8.0,2.0,1.0,4.0,9.0,4.0,2.0,8.0,4.0,14.0,18.0,31.0,2.0,46.0,1.0,21.0,73.0,1.0,2.0,3.0,0.0,0.0,0.0,4.0
142,8.0,3.0,5.0,6.0,9.0,7.0,11.0,15.0,8.0,23.0,18.0,35.0,28.0,66.0,2.0,26.0,54.0,5.0,2.0,0.0,1.0,0.0,0.0,6.0
143,8.0,4.0,5.0,4.0,20.0,5.0,3.0,15.0,4.0,10.0,14.0,69.0,6.0,11.0,8.0,6.0,14.0,2.0,8.0,0.0,1.0,0.0,1.0,23.0
144,8.0,5.0,8.0,2.0,18.0,6.0,2.0,8.0,11.0,25.0,37.0,57.0,10.0,26.0,2.0,15.0,12.0,10.0,19.0,0.0,0.0,0.0,0.0,2.0
145,8.0,6.0,5.0,3.0,10.0,4.0,1.0,10.0,3.0,18.0,15.0,50.0,7.0,7.0,2.0,6.0,11.0,4.0,13.0,0.0,0.0,0.0,0.0,43.0
146,8.0,7.0,0.0,3.0,7.0,0.0,2.0,1.0,1.0,6.0,13.0,54.0,3.0,5.0,1.0,8.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,97.0
147,8.0,8.0,3.0,3.0,22.0,3.0,2.0,9.0,2.0,9.0,8.0,130.0,5.0,9.0,5.0,10.0,14.0,6.0,12.0,0.0,0.0,0.0,0.0,14.0
148,8.0,9.0,1.0,0.0,15.0,5.0,1.0,3.0,6.0,8.0,19.0,69.0,10.0,7.0,2.0,7.0,6.0,1.0,6.0,0.0,1.0,0.0,0.0,89.0
149,8.0,10.0,1.0,1.0,12.0,0.0,2.0,1.0,3.0,7.0,0.0,47.0,2.0,9.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,109.0
150,8.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,189.0
151,8.0,12.0,0.0,1.0,5.0,0.0,0.0,2.0,0.0,7.0,3.0,65.0,0.0,3.0,0.0,2.0,0.0,1.0,3.0,0.0,1.0,0.0,0.0,119.0
152,8.0,13.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,26.0,0.0,2.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,172.0
153,8.0,14.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,4.0,0.0,27.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,149.0
154,8.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0
155,8.0,16.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,3.0,1.0,68.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,88.0
156,8.0,17.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,4.0,2.0,13.0,0.0,5.0,0.0,1.0,8.0,0.0,2.0,1.0,0.0,0.0,0.0,133.0
157,8.0,18.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,2.0,3.0,0.0,0.0,10.0,0.0,1.0,8.0,0.0,0.0,0.0,0.0,1.0,1.0,166.0
158,8.0,19.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,165.0
159,8.0,20.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,38.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,104.0
160,9.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,21.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,0.0,1.0,0.0,0.0,186.0
161,9.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,226.0
162,9.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,4.0,1.0,0.0,2.0,0.0,8.0,0.0,0.0,0.0,0.0,144.0
163,9.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,1.0,0.0,40.0,1.0,2.0,1.0,1.0,0.0,1.0,13.0,0.0,0.0,0.0,0.0,116.0
164,9.0,5.0,0.0,1.0,6.0,1.0,2.0,0.0,1.0,3.0,0.0,24.0,0.0,3.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,145.0
165,9.0,6.0,0.0,0.0,5.0,0.0,0.0,0.0,6.0,1.0,0.0,55.0,0.0,2.0,1.0,1.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,153.0
166,9.0,7.0,0.0,0.0,5.0,0.0,0.0,0.0,2.0,1.0,0.0,102.0,0.0,6.0,0.0,2.0,2.0,3.0,23.0,0.0,0.0,0.0,0.0,51.0
167,9.0,8.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,257.0
168,9.0,9.0,1.0,1.0,8.0,1.0,0.0,0.0,4.0,14.0,3.0,84.0,0.0,5.0,2.0,2.0,2.0,2.0,15.0,1.0,2.0,0.0,0.0,8.0
169,9.0,10.0,1.0,0.0,6.0,0.0,4.0,0.0,6.0,2.0,0.0,68.0,0.0,6.0,0.0,0.0,0.0,6.0,43.0,0.0,0.0,0.0,0.0,125.0
170,9.0,11.0,0.0,0.0,13.0,0.0,0.0,0.0,4.0,6.0,0.0,74.0,0.0,5.0,1.0,2.0,1.0,7.0,26.0,0.0,0.0,0.0,0.0,113.0
171,9.0,12.0,1.0,1.0,21.0,1.0,2.0,2.0,10.0,11.0,0.0,72.0,0.0,5.0,0.0,1.0,0.0,18.0,29.0,0.0,1.0,0.0,0.0,74.0
172,9.0,13.0,1.0,0.0,2.0,0.0,0.0,2.0,7.0,4.0,2.0,53.0,0.0,0.0,0.0,0.0,4.0,2.0,20.0,0.0,0.0,0.0,0.0,82.0
173,9.0,14.0,0.0,1.0,0.0,1.0,2.0,1.0,0.0,3.0,4.0,0.0,0.0,4.0,0.0,0.0,8.0,0.0,0.0,1.0,1.0,0.0,0.0,157.0
174,9.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,126.0
175,9.0,16.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,11.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,226.0
176,9.0,17.0,0.0,1.0,5.0,2.0,0.0,0.0,4.0,5.0,0.0,42.0,0.0,7.0,1.0,1.0,1.0,0.0,11.0,0.0,0.0,0.0,0.0,108.0
177,9.0,18.0,5.0,6.0,0.0,2.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,1.0,1.0,1.0,47.0,0.0,1.0,2.0,1.0,1.0,1.0,105.0
178,9.0,19.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,3.0,21.0,0.0,0.0,1.0,0.0,0.0,0.0,31.0
179,9.0,20.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,181.0
180,10.0,1.0,0.0,0.0,6.0,0.0,2.0,3.0,4.0,2.0,0.0,48.0,1.0,3.0,0.0,0.0,1.0,3.0,11.0,0.0,0.0,0.0,0.0,140.0
181,10.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,3.0,55.0,0.0,3.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,115.0
182,10.0,3.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,124.0
183,10.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,152.0
184,10.0,5.0,7.0,8.0,26.0,15.0,7.0,23.0,14.0,10.0,1.0,102.0,7.0,8.0,3.0,4.0,8.0,12.0,33.0,2.0,1.0,0.0,1.0,3.0
185,10.0,6.0,0.0,0.0,19.0,0.0,1.0,2.0,6.0,3.0,0.0,72.0,0.0,9.0,0.0,6.0,1.0,4.0,20.0,0.0,0.0,0.0,0.0,96.0
186,10.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,59.0,0.0,3.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,112.0
187,10.0,8.0,0.0,0.0,8.0,1.0,0.0,1.0,0.0,2.0,0.0,46.0,0.0,1.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,128.0
188,10.0,9.0,10.0,7.0,21.0,7.0,4.0,19.0,16.0,13.0,1.0,96.0,6.0,15.0,1.0,7.0,10.0,11.0,25.0,0.0,1.0,0.0,0.0,10.0
189,10.0,10.0,0.0,0.0,9.0,0.0,3.0,2.0,1.0,3.0,0.0,45.0,1.0,5.0,0.0,0.0,0.0,4.0,11.0,0.0,0.0,0.0,0.0,129.0
190,10.0,11.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,49.0,0.0,3.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,131.0
191,10.0,12.0,0.0,1.0,9.0,0.0,1.0,1.0,1.0,3.0,0.0,31.0,2.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,159.0
192,10.0,13.0,14.0,6.0,22.0,6.0,6.0,21.0,17.0,5.0,0.0,52.0,7.0,14.0,1.0,10.0,6.0,6.0,16.0,0.0,0.0,1.0,0.0,78.0
193,10.0,14.0,5.0,11.0,26.0,1.0,6.0,16.0,11.0,3.0,1.0,65.0,10.0,12.0,2.0,19.0,5.0,2.0,20.0,0.0,0.0,0.0,0.0,63.0
194,10.0,15.0,0.0,2.0,20.0,1.0,5.0,2.0,4.0,8.0,0.0,54.0,2.0,9.0,0.0,5.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,32.0
195,10.0,16.0,2.0,3.0,16.0,2.0,4.0,12.0,8.0,4.0,2.0,35.0,6.0,10.0,1.0,5.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,96.0
196,10.0,17.0,7.0,1.0,7.0,5.0,2.0,14.0,13.0,4.0,2.0,40.0,3.0,8.0,2.0,4.0,2.0,4.0,31.0,0.0,0.0,0.0,0.0,57.0
197,10.0,18.0,0.0,3.0,13.0,2.0,3.0,5.0,4.0,3.0,2.0,31.0,1.0,8.0,0.0,4.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,137.0
198,10.0,19.0,0.0,1.0,5.0,0.0,3.0,0.0,0.0,2.0,0.0,25.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,177.0
199,10.0,20.0,5.0,4.0,26.0,2.0,5.0,9.0,6.0,16.0,1.0,87.0,4.0,6.0,0.0,8.0,10.0,4.0,10.0,0.0,1.0,0.0,0.0,7.0
200,11.0,1.0,7.0,3.0,10.0,8.0,2.0,9.0,13.0,6.0,5.0,60.0,1.0,5.0,2.0,6.0,14.0,4.0,42.0,1.0,2.0,0.0,0.0,17.0
201,11.0,2.0,2.0,4.0,8.0,1.0,3.0,13.0,12.0,7.0,3.0,91.0,1.0,1.0,2.0,5.0,17.0,2.0,20.0,1.0,1.0,0.0,0.0,35.0
202,11.0,3.0,1.0,1.0,19.0,0.0,3.0,4.0,5.0,10.0,0.0,52.0,2.0,8.0,1.0,4.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,81.0
203,11.0,4.0,0.0,0.0,7.0,1.0,2.0,3.0,0.0,3.0,1.0,41.0,1.0,5.0,0.0,5.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,103.0
204,11.0,5.0,5.0,4.0,19.0,0.0,5.0,8.0,13.0,17.0,12.0,52.0,3.0,7.0,2.0,6.0,10.0,4.0,59.0,0.0,0.0,0.0,0.0,18.0
205,11.0,6.0,4.0,0.0,6.0,0.0,3.0,3.0,2.0,3.0,1.0,22.0,0.0,4.0,0.0,3.0,8.0,1.0,8.0,0.0,0.0,0.0,0.0,138.0
206,11.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,9.0,0.0,5.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,150.0
207,11.0,8.0,0.0,2.0,11.0,0.0,0.0,4.0,3.0,3.0,1.0,42.0,1.0,4.0,0.0,1.0,3.0,0.0,3.0,0.0,0.0,1.0,0.0,138.0
208,11.0,9.0,1.0,1.0,11.0,2.0,2.0,5.0,5.0,6.0,7.0,46.0,1.0,6.0,0.0,3.0,5.0,1.0,19.0,0.0,0.0,0.0,0.0,105.0
209,11.0,10.0,1.0,2.0,17.0,2.0,1.0,3.0,2.0,7.0,3.0,44.0,0.0,11.0,1.0,6.0,3.0,3.0,5.0,1.0,0.0,0.0,0.0,89.0
210,11.0,11.0,1.0,2.0,5.0,0.0,2.0,2.0,1.0,3.0,1.0,29.0,0.0,3.0,1.0,4.0,6.0,3.0,6.0,0.0,0.0,0.0,0.0,114.0
211,11.0,12.0,1.0,1.0,12.0,3.0,2.0,5.0,0.0,7.0,2.0,43.0,0.0,7.0,0.0,5.0,13.0,0.0,4.0,0.0,0.0,1.0,0.0,79.0
212,11.0,13.0,0.0,1.0,5.0,0.0,3.0,1.0,1.0,3.0,10.0,32.0,2.0,3.0,0.0,5.0,4.0,0.0,14.0,0.0,1.0,0.0,0.0,125.0
213,11.0,14.0,2.0,3.0,17.0,3.0,1.0,11.0,11.0,30.0,18.0,77.0,3.0,2.0,0.0,4.0,10.0,8.0,23.0,0.0,1.0,0.0,0.0,38.0
214,11.0,15.0,6.0,7.0,12.0,3.0,0.0,9.0,10.0,18.0,7.0,77.0,5.0,1.0,0.0,7.0,16.0,2.0,25.0,1.0,3.0,2.0,1.0,3.0
215,11.0,16.0,4.0,4.0,29.0,1.0,5.0,11.0,7.0,11.0,7.0,73.0,1.0,6.0,1.0,8.0,13.0,6.0,19.0,0.0,2.0,0.0,0.0,12.0
216,11.0,17.0,2.0,2.0,8.0,0.0,9.0,4.0,8.0,16.0,12.0,16.0,1.0,7.0,0.0,12.0,9.0,7.0,12.0,1.0,2.0,0.0,1.0,46.0
217,11.0,18.0,2.0,0.0,10.0,3.0,2.0,7.0,6.0,9.0,14.0,88.0,7.0,10.0,1.0,6.0,6.0,6.0,18.0,1.0,3.0,0.0,1.0,2.0
218,11.0,19.0,8.0,3.0,24.0,7.0,0.0,10.0,5.0,16.0,5.0,102.0,3.0,4.0,0.0,4.0,18.0,6.0,16.0,4.0,0.0,0.0,1.0,12.0
219,11.0,20.0,1.0,5.0,19.0,5.0,2.0,14.0,5.0,25.0,1.0,81.0,1.0,2.0,4.0,2.0,13.0,2.0,6.0,3.0,1.0,0.0,0.0,33.0
220,12.0,1.0,0.0,0.0,10.0,0.0,2.0,1.0,0.0,1.0,0.0,5.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,214.0
221,12.0,2.0,0.0,1.0,2.0,0.0,3.0,0.0,0.0,5.0,6.0,31.0,0.0,1.0,0.0,0.0,1.0,0.0,4.0,0.0,4.0,0.0,0.0,109.0
222,12.0,3.0,2.0,4.0,4.0,1.0,0.0,4.0,5.0,9.0,12.0,82.0,2.0,5.0,2.0,5.0,7.0,3.0,24.0,0.0,0.0,2.0,0.0,5.0
223,12.0,4.0,2.0,2.0,18.0,3.0,0.0,6.0,8.0,9.0,2.0,91.0,1.0,1.0,0.0,4.0,10.0,3.0,23.0,1.0,2.0,0.0,0.0,5.0
224,12.0,5.0,2.0,5.0,32.0,1.0,1.0,2.0,3.0,22.0,1.0,105.0,8.0,7.0,2.0,3.0,2.0,5.0,8.0,0.0,1.0,0.0,0.0,33.0
225,12.0,6.0,1.0,0.0,7.0,0.0,1.0,1.0,1.0,11.0,1.0,96.0,4.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,69.0
226,12.0,7.0,0.0,2.0,6.0,0.0,2.0,2.0,2.0,9.0,7.0,65.0,1.0,3.0,0.0,4.0,7.0,6.0,37.0,1.0,2.0,0.0,0.0,42.0
227,12.0,8.0,6.0,3.0,21.0,7.0,1.0,5.0,17.0,15.0,1.0,91.0,2.0,6.0,2.0,8.0,12.0,12.0,40.0,1.0,0.0,0.0,0.0,44.0
228,12.0,9.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,2.0,3.0,16.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,171.0
229,12.0,10.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,1.0,25.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,155.0
230,12.0,11.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,145.0
231,12.0,12.0,1.0,1.0,7.0,0.0,3.0,4.0,6.0,4.0,1.0,64.0,0.0,3.0,0.0,6.0,5.0,6.0,13.0,0.0,1.0,0.0,0.0,58.0
232,12.0,13.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,3.0,2.0,43.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,119.0
233,12.0,14.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,8.0,0.0,68.0,1.0,1.0,0.0,1.0,0.0,3.0,15.0,0.0,0.0,0.0,0.0,40.0
234,12.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,126.0
235,12.0,16.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,193.0
236,12.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,164.0
237,12.0,18.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,131.0
238,12.0,19.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,8.0,0.0,59.0,0.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,33.0
239,12.0,20.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,3.0,1.0,46.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,71.0
240,13.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,6.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,1.0,214.0
241,13.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,34.0,1.0,7.0,1.0,0.0,1.0,5.0,8.0,0.0,0.0,0.0,0.0,183.0
242,13.0,3.0,2.0,1.0,8.0,0.0,1.0,4.0,5.0,9.0,2.0,64.0,0.0,1.0,0.0,0.0,0.0,6.0,40.0,0.0,1.0,0.0,0.0,137.0
243,13.0,4.0,1.0,0.0,9.0,0.0,0.0,2.0,3.0,0.0,0.0,52.0,1.0,4.0,0.0,0.0,2.0,6.0,32.0,0.0,0.0,0.0,0.0,111.0
244,13.0,5.0,0.0,0.0,9.0,0.0,0.0,0.0,2.0,1.0,0.0,35.0,0.0,3.0,0.0,0.0,0.0,3.0,18.0,0.0,0.0,0.0,0.0,217.0
245,13.0,6.0,1.0,0.0,23.0,0.0,2.0,2.0,11.0,1.0,0.0,72.0,2.0,9.0,1.0,0.0,0.0,31.0,33.0,0.0,0.0,0.0,0.0,81.0
246,13.0,7.0,2.0,0.0,12.0,3.0,3.0,1.0,6.0,7.0,0.0,45.0,0.0,1.0,2.0,0.0,1.0,0.0,18.0,0.0,0.0,0.0,0.0,160.0
247,13.0,8.0,2.0,2.0,10.0,0.0,2.0,3.0,9.0,2.0,0.0,61.0,4.0,7.0,1.0,1.0,3.0,25.0,80.0,0.0,0.0,0.0,0.0,53.0
248,13.0,9.0,3.0,1.0,37.0,0.0,2.0,4.0,12.0,13.0,0.0,117.0,3.0,18.0,1.0,3.0,2.0,11.0,41.0,0.0,0.0,0.0,0.0,28.0
249,13.0,10.0,3.0,0.0,50.0,0.0,2.0,0.0,14.0,6.0,0.0,74.0,1.0,20.0,1.0,0.0,1.0,22.0,23.0,0.0,0.0,0.0,0.0,65.0
250,13.0,11.0,3.0,2.0,23.0,0.0,1.0,5.0,14.0,2.0,0.0,65.0,1.0,10.0,0.0,1.0,1.0,28.0,84.0,0.0,0.0,0.0,1.0,41.0
251,13.0,12.0,4.0,2.0,15.0,2.0,2.0,9.0,16.0,4.0,2.0,53.0,0.0,7.0,0.0,1.0,2.0,13.0,52.0,0.0,0.0,0.0,0.0,70.0
252,13.0,13.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,1.0,0.0,37.0,0.0,2.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,182.0
253,13.0,14.0,0.0,0.0,16.0,0.0,0.0,3.0,2.0,7.0,0.0,48.0,0.0,3.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,136.0
254,13.0,15.0,3.0,0.0,27.0,5.0,3.0,7.0,10.0,12.0,0.0,66.0,1.0,5.0,1.0,1.0,3.0,4.0,20.0,0.0,0.0,0.0,0.0,80.0
255,13.0,16.0,0.0,0.0,27.0,1.0,0.0,3.0,3.0,10.0,1.0,67.0,0.0,6.0,2.0,1.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,75.0
256,13.0,17.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,173.0
257,13.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,213.0
258,13.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,222.0
259,13.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,18.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,193.0
260,14.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,3.0,1.0,0.0,0.0,1.0,11.0,0.0,0.0,0.0,0.0,118.0
261,14.0,2.0,0.0,0.0,10.0,0.0,0.0,0.0,1.0,4.0,0.0,62.0,0.0,6.0,0.0,1.0,0.0,2.0,8.0,0.0,0.0,0.0,0.0,123.0
262,14.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,243.0
263,14.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,222.0
264,14.0,5.0,0.0,0.0,18.0,0.0,3.0,2.0,1.0,8.0,0.0,102.0,3.0,10.0,2.0,0.0,0.0,4.0,24.0,1.0,0.0,0.0,0.0,45.0
265,14.0,6.0,0.0,0.0,31.0,0.0,2.0,1.0,2.0,12.0,0.0,81.0,0.0,13.0,0.0,1.0,1.0,6.0,8.0,0.0,0.0,0.0,0.0,73.0
266,14.0,7.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,183.0
267,14.0,8.0,1.0,1.0,10.0,0.0,0.0,4.0,2.0,8.0,0.0,70.0,0.0,2.0,3.0,1.0,1.0,2.0,7.0,0.0,0.0,0.0,0.0,105.0
268,14.0,9.0,0.0,1.0,15.0,0.0,2.0,2.0,1.0,5.0,0.0,89.0,2.0,8.0,0.0,3.0,1.0,4.0,8.0,0.0,0.0,0.0,0.0,85.0
269,14.0,10.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,3.0,0.0,66.0,0.0,3.0,0.0,1.0,0.0,1.0,4.0,0.0,1.0,0.0,0.0,121.0
270,14.0,11.0,0.0,0.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,39.0,0.0,7.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,140.0
271,14.0,12.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,2.0,0.0,30.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,158.0
272,14.0,13.0,2.0,3.0,20.0,2.0,1.0,9.0,5.0,11.0,3.0,74.0,5.0,5.0,1.0,4.0,3.0,1.0,4.0,0.0,0.0,0.0,0.0,34.0
273,14.0,14.0,0.0,2.0,12.0,1.0,2.0,5.0,5.0,25.0,1.0,51.0,0.0,8.0,1.0,5.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,89.0
274,14.0,15.0,1.0,1.0,8.0,0.0,0.0,0.0,1.0,7.0,0.0,69.0,0.0,15.0,0.0,2.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,78.0
275,14.0,16.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,2.0,0.0,18.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,154.0
276,14.0,17.0,1.0,2.0,7.0,0.0,3.0,4.0,2.0,17.0,0.0,60.0,4.0,8.0,0.0,3.0,5.0,3.0,2.0,1.0,1.0,0.0,0.0,90.0
277,14.0,18.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,26.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,228.0
278,14.0,19.0,0.0,1.0,6.0,0.0,1.0,2.0,0.0,2.0,0.0,11.0,0.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,197.0
279,14.0,20.0,0.0,1.0,7.0,0.0,1.0,1.0,1.0,8.0,0.0,32.0,0.0,5.0,1.0,2.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,109.0
280,15.0,1.0,2.0,3.0,17.0,1.0,2.0,3.0,6.0,3.0,1.0,56.0,2.0,2.0,1.0,4.0,1.0,2.0,5.0,0.0,1.0,0.0,1.0,65.0
