,fov,spot_id,Antibody.secreting.B.cells,CD3+.alpha.beta.T.cells,Central.venous.LSECs,Cholangiocytes,Erthyroid.cells,Hep,Inflammatory.macrophages,Mature.B.cells,NK.like.cells,Non.inflammatory.macrophages,NotDet,Periportal.LSECs,Portal.endothelial.cells,Stellate.cells,gamma.delta.T.cells.1,tumor_1,tumor_2
341,135,9,0,1,2,0,0,0,0,0,0,3,0,5,1,2,0,124,0
342,136,1,0,1,0,0,0,0,1,0,0,3,0,2,0,0,0,128,1
343,136,2,1,3,1,0,0,0,1,0,0,2,0,5,0,0,0,101,0
344,136,3,0,1,0,0,0,0,1,1,0,5,0,2,1,0,0,157,0
345,136,4,0,1,0,0,0,0,2,1,0,2,0,2,0,1,1,71,0
346,136,5,0,3,2,0,0,0,5,2,0,4,0,10,0,2,1,105,0
347,136,6,0,2,0,0,0,0,1,0,0,2,0,6,0,3,0,137,0
348,136,7,0,5,0,0,0,0,2,1,0,0,0,7,1,1,0,140,0
349,136,8,1,1,1,0,0,0,3,1,0,4,0,3,1,0,0,121,0
350,136,9,0,3,0,0,0,0,3,0,0,2,0,6,0,2,0,137,0
351,137,1,0,4,1,0,0,0,1,0,0,1,0,7,1,2,1,109,0
352,137,2,0,4,1,0,0,0,8,0,0,3,0,10,1,0,0,121,0
353,137,3,0,4,1,0,0,0,5,0,0,5,0,6,1,3,0,160,0
354,137,4,0,4,1,0,0,0,0,0,0,0,0,7,1,4,0,126,0
355,137,5,0,2,0,0,0,0,2,1,0,0,0,5,0,2,0,117,0
356,137,6,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,104,0
357,137,7,2,1,0,0,0,0,4,0,0,1,0,3,1,0,0,72,64
358,137,8,4,3,0,0,0,1,5,3,0,2,0,12,0,4,0,133,0
359,137,9,0,3,0,0,0,0,2,0,0,1,0,6,0,5,0,114,0
360,138,1,3,2,0,1,0,0,1,1,0,1,0,1,0,0,0,34,102
361,138,2,0,3,0,0,0,0,0,0,0,2,0,3,0,1,0,98,14
362,138,3,0,1,0,0,0,0,0,0,0,1,0,4,0,0,0,120,0
363,138,4,2,1,0,0,0,0,5,1,0,0,0,5,0,2,0,91,20
364,138,5,1,5,0,0,0,0,2,0,0,0,0,4,1,2,0,104,23
365,138,6,0,1,1,0,0,0,3,0,0,3,0,2,0,0,0,118,0
366,138,7,1,7,0,0,0,0,5,0,1,3,0,1,0,2,0,119,0
367,138,8,0,1,0,0,0,0,2,0,0,0,0,0,0,1,1,74,49
368,138,9,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,92,24
369,139,1,0,3,1,0,0,0,0,1,0,1,0,7,0,2,1,121,0
370,139,2,1,2,0,0,0,0,4,1,0,0,0,1,0,5,0,52,66
371,139,3,0,2,0,2,0,0,4,0,0,3,0,1,0,0,0,56,89
372,139,4,0,5,0,0,0,0,1,0,0,3,0,6,0,2,0,100,0
373,139,5,0,1,2,0,0,0,2,1,0,1,0,4,0,8,0,74,8
374,139,6,0,3,1,0,0,0,2,1,0,2,0,5,0,2,1,49,45
375,139,7,0,2,0,0,0,0,2,1,0,3,0,1,1,1,0,106,1
376,139,8,0,4,1,0,0,0,2,2,0,7,0,6,0,2,0,90,2
377,139,9,0,3,0,0,0,0,0,1,0,0,0,3,0,2,0,115,3
378,13,1,0,2,0,0,0,0,0,1,0,6,0,5,0,3,0,106,0
379,13,2,0,3,2,0,0,0,2,0,0,7,0,9,0,0,0,90,0
380,13,3,0,1,2,0,0,0,0,2,0,2,0,2,0,2,0,104,1
381,13,4,0,1,0,0,0,0,1,1,0,7,0,0,0,0,0,100,0
382,13,5,0,1,0,0,0,0,0,0,0,5,0,2,0,0,0,83,5
383,13,6,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,78,15
384,13,7,0,3,0,0,0,0,0,0,0,2,0,1,0,1,0,68,32
385,13,8,0,0,0,0,0,0,3,1,0,1,0,0,0,1,0,35,56
386,13,9,0,4,0,0,0,0,0,0,0,1,0,2,0,0,0,92,28
387,140,1,0,4,0,0,0,0,3,0,0,2,0,1,1,0,0,109,18
388,140,2,0,2,1,0,0,0,2,1,0,1,0,1,0,0,0,59,77
389,140,3,0,5,1,0,0,0,3,0,0,0,0,3,1,1,0,60,70
390,140,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,10,115
391,140,5,0,2,1,0,0,0,0,0,0,1,0,0,1,1,0,43,89
392,140,6,0,2,1,0,0,0,2,3,0,0,0,5,0,3,0,86,48
393,140,7,0,2,1,0,0,0,1,1,0,0,0,3,0,0,0,54,68
394,140,8,0,5,0,0,0,0,1,1,0,0,0,1,1,3,0,101,28
395,140,9,1,2,0,0,0,0,2,0,0,0,0,1,0,2,0,111,40
396,141,1,0,2,0,0,0,0,1,0,1,0,0,5,0,1,0,100,41
397,141,2,0,8,1,0,0,0,0,0,0,0,0,8,0,5,0,126,18
398,141,3,0,6,0,0,0,0,1,1,0,5,0,8,0,5,0,165,6
399,141,4,0,2,0,0,0,0,4,0,0,1,0,0,0,1,0,41,59
400,141,5,0,8,1,6,0,0,10,0,0,0,0,1,0,1,0,36,51
401,141,6,0,6,1,2,0,0,4,1,0,0,0,0,0,1,0,56,36
402,141,7,0,2,0,0,0,0,1,0,1,1,0,2,0,0,0,100,25
403,141,8,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,81,49
404,141,9,0,6,1,0,0,0,1,0,0,1,0,3,0,0,0,88,46
405,142,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,88,52
406,142,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,119,0
407,142,3,0,6,1,0,0,0,0,0,0,1,0,2,1,1,0,135,1
408,142,4,0,1,2,0,0,0,0,3,0,0,0,2,1,1,0,127,3
409,142,5,0,3,0,0,0,0,2,1,0,4,0,2,0,2,0,128,0
410,142,6,0,2,0,0,0,0,1,0,0,1,0,6,0,2,0,142,0
411,142,7,0,2,0,0,0,0,0,0,0,1,0,3,2,2,0,125,4
412,142,8,0,4,1,1,0,0,1,0,0,1,0,3,0,1,0,109,0
413,142,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,110,24
414,143,1,0,5,2,0,0,0,1,1,0,2,0,4,2,1,0,156,1
415,143,2,0,2,1,1,0,0,3,1,1,0,0,1,0,1,0,104,13
416,143,3,0,3,0,1,0,0,2,0,0,1,0,0,0,0,0,29,85
417,143,4,0,2,0,0,0,0,1,0,0,1,0,1,0,0,0,82,23
418,143,5,0,3,1,0,0,0,2,1,0,3,0,0,0,1,0,43,43
419,143,6,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,121,32
420,143,7,0,2,0,2,1,0,8,0,0,1,0,3,1,0,0,72,40
421,143,8,2,1,1,1,0,0,4,5,0,0,0,2,0,0,0,82,32
422,143,9,0,1,0,1,0,0,5,0,0,1,0,0,0,0,0,91,34
423,144,1,0,3,0,1,0,0,3,1,0,0,0,0,0,1,0,101,35
424,144,2,1,7,0,0,0,0,1,1,0,2,0,1,0,0,0,125,15
425,144,3,0,1,2,0,1,0,3,0,0,1,0,1,1,0,0,118,8
426,144,4,0,2,0,0,0,0,1,0,0,1,0,0,0,2,0,127,10
427,144,5,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,106,6
428,144,6,0,1,0,0,0,0,1,1,0,0,0,1,0,2,0,136,7
429,144,7,0,1,0,0,0,0,4,0,0,3,0,2,0,2,0,122,14
430,144,8,0,3,2,0,0,0,2,2,1,1,0,4,0,4,2,129,0
431,144,9,0,1,0,0,0,0,1,0,0,1,0,0,0,2,0,120,3
432,145,1,0,2,0,0,0,0,1,1,0,0,0,6,1,0,0,99,40
433,145,2,0,6,0,0,0,0,3,0,0,0,0,3,0,3,0,91,33
434,145,3,0,8,0,0,0,0,4,0,0,0,0,1,0,5,0,99,0
435,145,4,0,6,0,0,0,0,3,0,1,2,0,7,0,1,0,112,1
436,145,5,0,3,0,0,0,0,6,1,0,1,0,3,0,2,0,86,23
437,145,6,2,5,0,0,1,0,3,5,0,2,0,4,0,1,0,103,1
438,145,7,0,3,0,0,0,0,2,2,0,2,0,4,0,1,0,147,2
439,145,8,0,6,0,0,0,0,1,1,0,2,0,2,0,4,0,134,0
440,145,9,0,6,7,0,0,0,5,0,1,1,0,7,0,3,0,138,1
441,146,1,0,0,0,0,0,0,5,0,0,0,0,3,0,2,1,163,0
442,146,2,0,2,0,0,0,0,4,1,0,3,0,9,0,4,1,112,0
443,146,3,0,2,1,0,0,0,2,1,0,0,0,3,0,2,0,143,1
444,146,4,0,1,0,0,0,0,2,1,0,0,0,1,1,1,0,105,15
445,146,5,2,5,0,0,0,0,6,2,0,2,0,7,0,1,0,88,21
446,146,6,0,3,0,1,0,0,2,1,0,2,0,5,0,2,0,112,5
447,146,7,0,8,0,0,2,0,2,1,0,1,0,7,0,1,0,113,3
448,146,8,0,1,1,0,0,0,2,0,0,0,0,1,0,3,0,69,58
449,146,9,0,5,0,0,0,0,4,1,0,0,0,5,0,6,2,33,73
450,147,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,98,24
451,147,2,0,3,0,0,0,0,0,0,0,1,0,3,0,2,1,95,12
452,147,3,0,1,0,0,0,0,2,0,0,0,0,1,1,2,1,168,9
453,147,4,0,2,0,0,0,0,2,0,0,2,0,4,0,1,1,114,0
454,147,5,0,1,2,0,0,0,1,0,0,0,0,1,0,1,0,99,1
455,147,6,0,3,1,0,0,0,3,0,0,1,0,4,0,0,0,109,1
456,147,7,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,129,1
457,147,8,0,3,0,0,0,0,1,1,0,0,0,0,0,1,2,87,12
458,147,9,2,3,0,0,0,0,1,1,0,1,0,3,0,2,0,59,32
459,148,1,0,7,0,0,0,0,5,0,0,3,0,4,0,2,0,143,0
460,148,2,0,6,0,1,0,0,5,0,0,4,0,7,0,2,0,130,6
461,148,3,0,1,0,1,0,0,2,1,0,0,0,2,1,2,0,108,18
462,148,4,0,5,0,1,0,0,3,0,0,0,0,1,0,2,0,104,3
463,148,5,0,4,0,1,0,0,8,0,0,1,0,0,0,1,0,16,29
464,148,6,0,2,1,0,0,0,5,2,0,0,0,1,0,2,0,65,70
465,148,7,0,7,0,0,0,0,3,0,1,1,0,0,0,2,0,49,4
466,148,8,4,6,0,0,0,0,4,0,0,0,0,0,0,1,0,59,7
467,148,9,0,3,1,0,0,0,2,1,0,0,0,2,0,0,0,109,9
468,149,1,0,15,2,0,0,0,3,5,1,1,0,6,1,0,0,79,3
469,149,2,0,7,0,0,0,0,4,6,1,0,0,6,0,3,0,104,2
470,149,3,0,9,2,0,0,0,2,4,0,2,0,0,0,6,1,81,2
471,149,4,0,3,0,0,0,0,2,2,0,0,0,1,0,0,0,102,18
472,149,5,0,1,0,0,0,0,3,1,0,1,0,3,0,0,0,122,0
473,149,6,0,5,0,0,0,0,7,1,0,1,0,3,0,3,1,117,0
474,149,7,0,5,0,0,0,0,1,0,0,3,0,1,0,0,0,133,10
475,149,8,0,5,0,0,0,0,0,1,0,5,0,2,1,0,0,99,0
476,149,9,0,2,0,0,1,0,6,3,0,2,0,0,1,0,0,143,3
477,14,1,0,3,1,2,0,0,4,1,1,0,0,2,0,2,0,41,50
478,14,2,0,1,0,0,0,0,4,1,0,0,0,2,0,0,0,59,42
479,14,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,100,31
480,14,4,0,0,1,0,0,0,3,3,0,2,0,1,0,3,0,116,15
481,14,5,0,0,0,0,0,0,2,1,0,1,0,0,0,1,0,105,0
482,14,6,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,106,15
483,14,7,0,10,0,3,0,0,2,1,1,0,0,0,2,0,0,38,8
484,14,8,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,93,0
485,14,9,0,0,0,0,0,0,2,1,0,4,0,4,0,3,0,114,2
486,150,1,0,7,0,0,1,0,9,1,0,2,0,4,0,2,1,113,4
487,150,2,0,2,0,0,0,0,6,0,0,3,0,6,0,2,0,143,3
488,150,3,0,3,0,0,0,0,0,0,0,0,0,2,1,1,0,131,0
489,150,4,0,2,0,0,0,0,1,0,1,3,0,3,0,0,0,79,27
490,150,5,0,3,0,0,0,0,0,0,0,5,0,4,0,1,1,88,1
491,150,6,0,1,0,0,0,0,3,0,0,4,0,1,0,0,0,122,0
492,150,7,0,5,0,0,0,0,5,0,0,2,0,1,1,1,0,144,6
493,150,8,0,4,0,0,1,0,2,0,0,5,0,1,0,1,0,100,4
494,150,9,0,3,1,0,0,0,1,2,0,8,0,1,0,0,0,139,0
495,151,1,0,2,0,0,0,0,3,0,0,1,0,0,0,0,0,170,0
496,151,2,0,13,3,0,0,0,6,2,0,4,0,0,1,0,2,169,0
497,151,3,2,5,2,0,0,0,8,2,0,9,0,1,0,1,0,134,0
498,151,4,0,1,1,0,0,0,2,0,0,0,0,2,0,0,0,153,0
499,151,5,0,8,0,0,0,0,9,0,0,4,0,6,0,1,2,118,0
500,151,6,0,4,0,0,0,0,5,0,0,5,0,2,0,0,0,141,0
501,151,7,0,2,0,0,0,0,1,1,0,3,0,7,0,1,1,162,0
502,151,8,0,1,4,0,0,0,1,0,0,1,0,6,0,0,1,126,0
503,151,9,0,1,0,0,0,0,2,0,0,2,0,1,0,1,0,135,0
504,152,1,0,1,1,0,0,0,0,0,0,1,0,5,0,2,0,166,0
505,152,2,0,4,2,0,0,0,4,0,1,2,0,2,0,0,0,128,1
506,152,3,0,6,0,0,0,0,11,3,0,7,0,4,0,1,0,143,0
507,152,4,0,4,0,0,0,0,2,1,0,4,0,3,1,9,0,118,0
508,152,5,0,2,0,0,0,0,4,1,1,1,0,5,0,0,0,131,1
509,152,6,0,6,1,0,0,0,2,0,0,1,0,5,0,1,1,134,0
510,152,7,0,6,2,0,0,0,5,1,0,5,0,10,2,2,0,124,0
511,152,8,0,4,1,0,0,0,4,0,1,0,0,8,2,1,0,128,0
512,152,9,0,3,0,0,0,0,4,0,0,1,0,0,1,2,0,122,2
513,153,1,0,14,3,0,0,0,16,6,0,2,0,7,0,21,0,49,0
514,153,2,0,14,0,0,0,0,10,4,1,1,0,6,0,12,0,41,2
515,153,3,0,8,0,0,0,0,11,4,0,1,0,6,0,14,0,74,2
516,153,4,0,7,0,0,0,0,7,1,0,1,0,4,1,6,0,113,1
517,153,5,0,14,1,0,0,0,2,2,1,1,0,3,1,6,1,99,0
518,153,6,0,7,0,0,0,0,2,1,0,3,0,4,0,7,1,93,0
519,153,7,0,2,0,0,0,0,1,1,0,2,0,1,1,0,0,143,0
520,153,8,3,4,0,0,0,0,1,4,0,3,0,3,0,1,0,129,0
521,153,9,0,3,1,0,0,0,1,0,0,3,0,2,0,3,0,147,0
522,154,1,0,2,1,0,0,0,0,0,0,2,0,1,0,1,0,147,0
523,154,2,3,2,1,0,0,0,0,2,0,1,0,0,0,3,0,137,0
524,154,3,0,3,0,0,0,0,2,1,0,1,0,1,0,0,0,171,0
525,154,4,0,4,0,0,0,0,1,1,0,2,0,1,0,0,0,130,0
526,154,5,0,3,0,0,0,0,0,0,0,2,0,2,0,0,1,135,0
527,154,6,3,4,0,0,0,0,6,1,0,5,0,1,0,7,0,135,0
528,154,7,0,2,0,0,0,0,0,1,0,2,0,1,0,0,1,113,0
529,154,8,0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,113,0
530,154,9,0,1,0,0,0,0,0,0,0,0,0,3,0,1,1,148,0
531,155,1,0,0,0,0,0,0,2,0,0,0,0,2,0,1,0,172,0
532,155,2,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,128,0
533,155,3,0,0,0,0,0,0,2,1,0,3,0,0,0,0,0,170,0
534,155,4,0,1,0,0,0,0,1,0,0,2,0,0,0,0,1,170,0
535,155,5,0,0,1,0,0,0,1,0,0,3,0,2,0,1,0,129,0
536,155,6,3,4,4,0,1,0,2,0,1,2,0,6,0,0,0,142,0
537,155,7,0,1,0,0,0,0,4,0,0,7,0,6,0,0,0,183,0
538,155,8,0,0,3,0,0,0,1,0,0,8,0,0,0,0,0,111,0
539,155,9,2,4,0,0,0,0,3,1,1,7,0,3,0,4,2,154,0
540,156,1,0,2,2,0,0,0,1,2,0,5,0,8,2,5,0,133,0
541,156,2,0,4,1,0,0,0,1,0,0,5,0,5,0,1,0,153,0
542,156,3,1,3,0,0,0,0,4,0,0,6,0,6,0,1,0,177,0
543,156,4,0,2,0,0,0,0,2,0,0,2,0,7,0,5,0,137,0
544,156,5,0,1,2,0,0,0,1,0,0,5,0,8,0,5,1,115,0
545,156,6,0,2,0,0,0,0,3,0,0,6,0,9,0,3,0,137,0
546,156,7,0,2,1,0,0,0,1,1,0,3,0,4,1,0,2,138,0
547,156,8,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,129,1
548,156,9,0,2,2,0,0,0,2,1,0,3,0,3,0,12,0,100,0
549,157,1,0,1,1,0,0,0,2,0,0,6,0,3,0,1,0,168,0
550,157,2,0,5,0,0,0,0,2,0,0,1,0,3,0,1,0,142,0
551,157,3,0,1,2,0,0,0,1,1,0,1,0,5,0,1,0,126,0
552,157,4,0,3,1,0,0,0,0,0,0,5,0,4,0,1,0,156,0
553,157,5,0,5,0,0,0,0,4,0,0,10,0,43,0,6,0,113,0
554,157,6,0,2,0,0,0,0,1,1,0,2,0,6,1,2,0,119,0
555,157,7,0,1,1,0,0,0,0,2,0,6,0,2,1,1,1,155,0
556,157,8,0,4,0,0,0,0,7,0,0,11,0,22,0,11,0,65,1
557,157,9,0,3,1,0,0,0,1,0,0,3,0,6,0,2,0,123,0
558,158,1,0,4,0,0,0,0,1,1,0,3,0,12,1,2,0,153,0
559,158,2,0,7,0,0,0,0,2,0,0,3,0,0,0,2,0,102,0
560,158,3,0,7,1,0,0,0,1,1,0,10,0,7,1,1,1,130,0
561,158,4,0,2,0,0,0,0,0,0,0,1,0,7,0,0,0,132,0
562,158,5,0,4,2,0,0,0,1,0,0,3,0,5,0,1,0,119,0
563,158,6,0,3,2,0,0,0,0,0,0,2,0,3,0,0,0,178,0
564,158,7,0,7,1,0,0,0,5,4,0,6,0,5,0,0,0,109,0
565,158,8,0,5,0,0,0,0,4,2,0,6,0,1,0,1,0,134,0
566,158,9,0,4,0,0,0,0,2,0,0,4,0,5,1,0,0,131,0
567,159,1,0,4,0,0,0,0,0,1,0,1,0,5,0,1,0,146,0
568,159,2,0,0,2,0,0,0,3,1,0,6,0,5,1,0,0,108,0
569,159,3,0,3,0,0,0,0,0,0,0,2,0,13,0,1,0,110,0
570,159,4,2,2,2,0,0,0,0,1,0,8,0,5,0,1,1,95,0
571,159,5,0,1,1,0,0,0,2,0,0,6,0,2,0,0,0,103,0
572,159,6,0,5,2,0,0,0,4,2,0,2,0,7,1,2,0,110,0
573,159,7,0,5,1,0,0,0,4,0,0,3,0,6,0,1,0,114,0
574,159,8,0,6,2,1,1,0,3,0,1,2,0,5,3,3,0,82,0
575,159,9,0,2,1,0,0,0,0,0,0,9,0,2,1,0,0,102,0
576,15,1,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,45,14
577,15,2,1,2,1,1,0,0,4,2,0,3,0,2,2,5,0,77,0
578,15,3,0,5,2,0,0,0,1,1,0,0,0,0,0,0,0,88,25
579,15,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,20,3
580,15,5,0,10,1,0,0,0,3,2,0,2,0,1,0,0,1,53,5
581,15,6,0,6,0,1,0,0,1,0,0,2,0,0,0,0,0,32,75
582,15,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
583,15,8,0,4,0,0,0,0,1,1,1,1,0,0,0,0,0,22,0
584,15,9,0,4,0,0,0,0,1,2,0,0,0,0,0,0,0,41,11
585,160,1,0,0,0,0,0,0,0,0,0,1,0,2,0,0,1,73,28
586,160,2,0,4,0,0,0,0,5,3,0,6,0,10,0,3,0,95,0
587,160,3,0,1,1,0,0,0,5,1,0,5,0,6,0,3,0,90,0
588,160,4,0,2,0,0,0,0,2,0,0,0,0,1,0,2,0,51,73
589,160,5,0,9,2,0,0,0,2,1,0,1,0,2,0,3,0,92,23
590,160,6,0,4,0,0,0,0,1,0,0,1,0,0,2,1,0,101,5
591,160,7,1,4,0,1,0,0,2,0,0,2,0,3,1,4,0,78,57
592,160,8,2,1,0,1,0,0,4,0,0,1,0,3,0,0,0,55,64
593,160,9,0,3,1,1,0,0,1,0,1,0,0,1,0,2,0,78,35
594,161,1,0,3,0,0,0,0,5,0,0,0,0,1,0,3,0,26,105
595,161,2,0,10,2,5,0,0,3,0,0,1,0,3,1,1,0,30,69
596,161,3,0,5,1,7,0,0,9,0,0,1,0,0,0,0,0,24,115
597,161,4,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,17,125
598,161,5,0,7,2,12,0,0,12,1,0,0,0,7,0,2,0,33,73
599,161,6,0,12,2,5,0,0,12,2,2,1,0,1,0,1,0,55,53
600,161,7,0,3,0,4,0,0,3,1,0,0,0,3,1,4,0,45,53
601,161,8,0,9,0,3,0,0,4,0,1,0,0,0,0,0,0,39,73
602,161,9,0,55,2,5,0,0,22,4,2,0,0,0,0,0,0,25,36
603,162,1,0,4,0,0,0,0,2,2,0,0,0,3,0,3,0,133,13
604,162,2,0,7,2,1,0,0,2,3,0,1,0,7,0,2,0,93,42
605,162,3,0,4,0,4,0,0,4,1,1,1,0,2,1,6,0,26,82
606,162,4,0,11,0,1,0,0,3,1,0,1,0,0,0,1,0,62,16
607,162,5,0,7,0,3,0,0,5,1,1,4,0,5,0,2,0,58,23
608,162,6,0,6,0,0,0,0,1,0,0,1,0,1,0,1,0,51,20
609,162,7,0,7,1,3,0,0,3,2,0,2,0,1,1,1,0,49,62
610,162,8,0,17,0,3,0,0,3,1,1,0,0,0,0,5,0,29,5
611,162,9,0,22,0,2,0,0,3,2,1,1,0,2,0,1,0,20,3
612,164,1,0,1,0,0,0,0,4,0,0,0,0,3,0,0,0,97,30
613,164,2,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,82,40
614,164,3,0,9,0,5,0,0,7,3,0,1,0,2,0,2,0,66,41
615,164,4,0,2,0,0,0,0,2,0,0,1,0,5,0,3,0,131,0
616,164,5,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,101,22
617,164,6,3,2,0,1,0,0,1,0,0,0,0,1,0,2,0,124,17
618,164,7,0,3,0,0,0,0,2,1,0,0,0,3,0,2,0,76,36
619,164,8,0,2,0,0,0,0,1,0,0,0,0,0,0,1,0,133,7
620,164,9,0,4,1,1,0,0,0,2,0,1,0,6,0,5,0,156,2
621,165,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,85,24
622,165,2,0,3,1,0,1,0,2,2,0,2,0,8,1,2,0,167,0
623,165,3,0,1,0,0,0,0,2,1,0,0,0,2,0,1,0,182,6
624,165,4,0,0,1,0,0,0,1,0,0,1,0,2,0,1,0,146,2
625,165,5,0,1,0,0,0,0,1,1,0,2,0,1,0,1,0,94,8
626,165,6,1,2,0,0,0,0,2,2,0,1,0,3,0,1,0,134,1
627,165,7,0,1,0,0,0,0,1,0,0,1,0,2,0,2,0,138,1
628,165,8,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,127,3
629,165,9,0,5,2,0,0,0,5,0,0,0,0,5,0,2,0,128,0
630,166,1,0,0,0,0,0,0,1,0,0,0,0,9,1,2,0,176,1
631,166,2,0,0,0,0,0,0,2,1,0,0,0,4,0,0,0,162,0
632,166,3,0,1,0,0,0,0,1,0,0,2,0,4,0,0,0,136,0
633,166,4,0,3,0,0,0,0,1,0,0,2,0,1,0,1,1,128,2
634,166,5,0,3,0,0,0,0,1,1,0,1,0,3,0,1,0,151,0
635,166,6,0,2,0,0,0,0,1,0,0,0,0,5,0,2,0,141,0
636,166,7,0,1,2,1,0,0,1,0,0,1,0,5,0,3,0,150,10
637,166,8,0,0,2,0,0,0,0,0,0,0,0,4,0,1,1,116,36
638,166,9,0,1,2,0,0,0,2,1,0,0,0,7,0,2,0,140,1
639,167,1,0,0,0,0,0,0,3,1,0,2,0,3,0,2,1,136,11
640,167,2,0,1,0,0,0,0,1,0,0,0,0,0,0,2,0,28,106
641,167,3,0,2,1,0,0,0,0,0,0,0,0,3,1,0,0,168,1
642,167,4,0,5,2,0,0,0,3,1,0,0,0,1,0,1,0,127,22
643,167,5,0,0,0,0,0,0,2,1,0,0,0,5,0,3,0,94,22
644,167,6,0,3,0,0,0,0,2,1,0,1,0,2,0,1,0,85,45
645,167,7,0,1,1,0,0,0,1,0,0,1,0,2,0,1,2,112,22
646,167,8,0,0,0,0,0,0,0,0,0,4,0,3,0,2,0,108,0
647,167,9,0,2,0,0,0,0,2,3,1,2,0,3,1,1,0,96,0
648,168,1,0,2,0,0,0,0,3,1,0,0,0,1,0,2,1,119,4
649,168,2,0,0,0,0,0,0,1,0,0,3,0,5,0,2,0,141,2
650,168,3,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,133,0
651,168,4,0,1,1,0,0,0,2,0,0,0,0,3,0,2,0,111,0
652,168,5,0,2,0,0,0,0,0,0,0,0,0,1,0,1,1,110,2
653,168,6,0,2,1,0,0,0,1,1,0,0,0,6,1,1,0,95,8
654,168,7,1,2,0,0,0,0,0,2,0,0,0,1,0,2,0,100,11
655,168,8,3,3,0,0,0,0,4,0,0,0,0,6,0,3,0,70,39
656,168,9,0,4,0,0,0,0,2,1,0,2,0,4,0,2,0,82,59
657,169,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,140,15
658,169,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,123,8
659,169,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,96,44
660,169,4,0,0,0,2,0,0,1,0,0,0,0,0,0,2,0,59,69
661,169,5,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,140,5
662,169,6,0,4,0,0,0,0,2,2,0,0,0,3,0,0,0,78,0
663,169,7,0,9,0,0,0,0,2,2,0,2,0,8,0,7,0,79,14
664,169,8,0,3,0,0,0,0,2,0,0,1,0,0,0,0,0,68,6
665,169,9,0,1,0,0,0,0,3,0,0,1,0,1,0,2,0,124,4
666,16,1,1,7,1,0,0,0,2,4,0,0,0,0,0,0,0,115,37
667,16,2,0,14,0,0,0,0,15,1,0,4,0,4,0,3,0,145,10
668,16,3,0,2,1,0,0,0,1,0,0,3,0,5,0,1,0,179,0
669,16,4,0,2,0,0,0,0,11,1,0,0,0,1,0,1,0,50,78
670,16,5,0,4,1,0,0,0,1,3,0,3,0,5,1,0,0,128,23
671,16,6,0,1,0,0,0,0,4,0,0,5,0,7,0,0,0,124,0
672,16,7,0,5,0,0,0,0,10,2,0,0,0,1,0,0,0,93,39
673,16,8,0,5,0,0,0,0,0,2,0,0,0,2,0,2,1,156,16
674,16,9,0,3,1,0,0,0,2,1,0,0,0,2,0,0,1,180,4
675,170,1,0,3,0,0,0,0,0,0,0,0,0,7,0,3,0,117,0
676,170,2,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,109,6
677,170,3,0,4,0,0,0,0,1,1,1,1,0,5,0,2,0,120,3
678,170,4,0,3,0,0,0,0,1,0,0,2,0,0,0,0,0,95,0
679,170,5,0,2,0,0,0,0,5,2,0,1,0,1,0,0,1,100,0
680,170,6,0,5,0,0,0,0,5,3,0,4,0,6,2,9,0,101,0
681,170,7,0,6,1,0,0,0,2,0,0,1,0,5,0,0,0,105,1
682,170,8,0,2,0,0,0,0,0,0,0,1,0,0,0,1,0,136,0
683,170,9,0,2,1,0,0,0,0,1,0,0,0,5,0,1,0,95,0
684,172,1,0,11,0,0,0,0,10,2,0,3,0,2,0,5,0,115,3
685,172,2,0,14,0,1,0,0,12,4,1,5,0,2,1,9,0,100,0
