,fov,spot_id,Ascending.vasa.recta.endothelium,B-cell,Connecting.tubule,Descending.vasa.recta.endothelium,Distinct.proximal.tubule.1,Distinct.proximal.tubule.2,Epithelial.progenitor.cell,Fibroblast,Glomerular.endothelium,Indistinct.intercalated.cell,MNP.a.classical.monocyte.derived,MNP.b.non.classical.monocyte.derived,MNP.c.dendritic.cell,Myofibroblast,NK,Pelvic.epithelium,Peritubular.capillary.endothelium.1,Peritubular.capillary.endothelium.2,Podocyte,Principal.cell,Proliferating.Proximal.Tubule,Proximal.tubule,T CD4 memory,T CD4 naive,T CD8 memory,T CD8 naive,Thick.ascending.limb.of.Loop.of.Henle,Treg,Type.A.intercalated.cell,Type.B.intercalated.cell,macrophage,mast,monocyte,pDC,plasmablast
88,5.0,9.0,12.0,0.0,34.0,2.0,14.0,15.0,5.0,3.0,26.0,0.0,1.0,3.0,6.0,15.0,0.0,0.0,23.0,2.0,14.0,2.0,4.0,39.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,6.0,0.0,0.0,0.0,8.0
89,5.0,10.0,5.0,0.0,0.0,1.0,9.0,53.0,0.0,2.0,0.0,0.0,0.0,0.0,5.0,11.0,0.0,0.0,7.0,0.0,0.0,0.0,24.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
90,5.0,11.0,9.0,0.0,20.0,5.0,16.0,13.0,20.0,6.0,39.0,0.0,1.0,4.0,5.0,13.0,0.0,0.0,28.0,0.0,11.0,11.0,2.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,2.0,0.0,0.0,0.0,2.0
91,5.0,12.0,2.0,0.0,0.0,3.0,5.0,5.0,5.0,3.0,26.0,0.0,0.0,2.0,1.0,14.0,0.0,0.0,23.0,1.0,10.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0
92,5.0,13.0,8.0,0.0,5.0,2.0,18.0,26.0,21.0,4.0,10.0,0.0,0.0,1.0,8.0,12.0,0.0,0.0,9.0,0.0,5.0,10.0,2.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
93,5.0,14.0,6.0,0.0,2.0,5.0,15.0,21.0,1.0,3.0,14.0,0.0,2.0,0.0,1.0,16.0,0.0,0.0,14.0,2.0,9.0,3.0,5.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0
94,5.0,15.0,13.0,0.0,4.0,5.0,42.0,24.0,31.0,5.0,15.0,0.0,0.0,0.0,2.0,21.0,0.0,0.0,14.0,3.0,6.0,2.0,6.0,45.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,5.0
95,5.0,16.0,6.0,0.0,5.0,5.0,15.0,9.0,59.0,14.0,1.0,0.0,0.0,0.0,1.0,13.0,0.0,0.0,13.0,1.0,1.0,0.0,1.0,68.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,2.0
96,5.0,17.0,3.0,0.0,0.0,1.0,5.0,8.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,7.0,0.0,0.0,0.0,5.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0
97,5.0,18.0,2.0,0.0,0.0,0.0,34.0,31.0,14.0,4.0,7.0,0.0,0.0,0.0,2.0,6.0,0.0,0.0,16.0,0.0,3.0,1.0,6.0,105.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
98,5.0,19.0,8.0,1.0,2.0,5.0,24.0,19.0,64.0,15.0,10.0,0.0,1.0,0.0,8.0,16.0,0.0,0.0,14.0,0.0,5.0,3.0,2.0,15.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0
99,5.0,20.0,8.0,0.0,0.0,1.0,35.0,36.0,13.0,9.0,0.0,0.0,0.0,0.0,4.0,12.0,0.0,0.0,11.0,0.0,1.0,0.0,5.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,4.0
100,6.0,1.0,9.0,0.0,15.0,6.0,12.0,38.0,22.0,4.0,1.0,0.0,0.0,0.0,4.0,19.0,1.0,0.0,15.0,2.0,0.0,10.0,8.0,62.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0
101,6.0,2.0,9.0,1.0,0.0,6.0,16.0,12.0,0.0,15.0,21.0,0.0,1.0,1.0,1.0,28.0,0.0,0.0,31.0,0.0,7.0,0.0,5.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
102,6.0,3.0,10.0,0.0,0.0,4.0,27.0,13.0,5.0,7.0,42.0,0.0,1.0,3.0,3.0,19.0,0.0,0.0,24.0,1.0,14.0,0.0,2.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
103,6.0,4.0,3.0,0.0,0.0,0.0,5.0,4.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0
104,6.0,5.0,6.0,0.0,13.0,2.0,5.0,32.0,6.0,2.0,1.0,0.0,0.0,0.0,2.0,30.0,0.0,0.0,10.0,0.0,0.0,16.0,3.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,1.0,0.0,0.0,0.0,0.0
105,6.0,6.0,7.0,0.0,24.0,2.0,16.0,32.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,3.0,1.0,0.0,0.0,6.0,56.0,0.0,0.0,0.0,0.0,3.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0
106,6.0,7.0,27.0,4.0,0.0,9.0,15.0,6.0,8.0,7.0,36.0,0.0,2.0,5.0,7.0,33.0,0.0,0.0,43.0,1.0,29.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,4.0
107,6.0,8.0,7.0,0.0,68.0,1.0,45.0,9.0,5.0,7.0,4.0,1.0,0.0,0.0,6.0,12.0,0.0,1.0,7.0,0.0,4.0,16.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,7.0,0.0,0.0,0.0,0.0,1.0
108,6.0,9.0,7.0,0.0,6.0,0.0,38.0,16.0,40.0,10.0,0.0,0.0,0.0,0.0,4.0,24.0,0.0,0.0,5.0,1.0,0.0,12.0,2.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0
109,6.0,10.0,24.0,1.0,26.0,0.0,37.0,10.0,17.0,12.0,24.0,1.0,1.0,2.0,6.0,43.0,0.0,0.0,17.0,2.0,15.0,3.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,2.0,5.0,0.0,0.0,0.0,4.0
110,6.0,11.0,18.0,0.0,2.0,5.0,12.0,11.0,2.0,20.0,2.0,0.0,1.0,0.0,6.0,63.0,0.0,0.0,6.0,7.0,2.0,0.0,5.0,26.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,3.0
111,6.0,12.0,7.0,2.0,1.0,0.0,2.0,21.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,18.0,0.0,0.0,8.0,0.0,0.0,0.0,10.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0
112,6.0,13.0,1.0,0.0,0.0,0.0,3.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
113,6.0,14.0,7.0,0.0,0.0,2.0,25.0,28.0,0.0,4.0,1.0,0.0,1.0,0.0,1.0,29.0,0.0,0.0,8.0,2.0,1.0,0.0,3.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
114,6.0,15.0,5.0,0.0,0.0,0.0,5.0,25.0,0.0,9.0,1.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,7.0,0.0,0.0,0.0,4.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
115,6.0,16.0,4.0,0.0,3.0,2.0,41.0,31.0,29.0,4.0,1.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,1.0,0.0,1.0,0.0,7.0,36.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
116,6.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
117,6.0,18.0,0.0,0.0,4.0,1.0,19.0,2.0,15.0,2.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,3.0,0.0,1.0,1.0,1.0,7.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
118,6.0,19.0,9.0,0.0,22.0,5.0,8.0,14.0,72.0,5.0,0.0,0.0,0.0,0.0,3.0,13.0,0.0,0.0,10.0,1.0,1.0,1.0,0.0,46.0,0.0,0.0,0.0,1.0,9.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0
119,6.0,20.0,3.0,0.0,17.0,0.0,12.0,12.0,18.0,1.0,1.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,5.0,0.0,0.0,1.0,7.0,54.0,0.0,0.0,0.0,0.0,12.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0
120,7.0,1.0,17.0,0.0,27.0,5.0,9.0,7.0,1.0,8.0,6.0,0.0,0.0,2.0,3.0,15.0,0.0,0.0,12.0,2.0,9.0,5.0,2.0,24.0,0.0,0.0,1.0,0.0,0.0,0.0,13.0,2.0,13.0,0.0,0.0,1.0,2.0
121,7.0,2.0,14.0,0.0,28.0,4.0,5.0,20.0,2.0,15.0,1.0,0.0,0.0,0.0,1.0,18.0,0.0,0.0,5.0,1.0,0.0,5.0,3.0,61.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0
122,7.0,3.0,28.0,0.0,42.0,4.0,17.0,19.0,2.0,9.0,2.0,0.0,0.0,0.0,4.0,32.0,0.0,1.0,13.0,0.0,0.0,10.0,5.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,3.0,0.0,0.0,0.0,2.0
123,7.0,4.0,11.0,0.0,1.0,3.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0
124,7.0,5.0,13.0,0.0,1.0,11.0,2.0,0.0,2.0,16.0,1.0,0.0,0.0,1.0,5.0,63.0,0.0,0.0,2.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6.0,0.0,0.0,0.0,1.0
125,7.0,6.0,11.0,0.0,37.0,5.0,10.0,5.0,0.0,17.0,0.0,0.0,0.0,0.0,7.0,45.0,0.0,0.0,5.0,1.0,0.0,8.0,1.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,2.0,4.0,0.0,0.0,0.0,2.0
126,7.0,7.0,26.0,1.0,20.0,3.0,10.0,11.0,13.0,8.0,1.0,0.0,1.0,2.0,2.0,27.0,0.0,0.0,5.0,1.0,3.0,6.0,1.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,9.0,2.0,8.0,0.0,0.0,0.0,2.0
127,7.0,8.0,8.0,1.0,13.0,2.0,26.0,16.0,21.0,18.0,0.0,0.0,3.0,1.0,4.0,12.0,0.0,0.0,5.0,1.0,1.0,21.0,2.0,9.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,3.0,3.0,0.0,0.0,0.0,3.0
128,7.0,9.0,17.0,0.0,43.0,7.0,27.0,10.0,7.0,5.0,2.0,0.0,0.0,2.0,6.0,50.0,0.0,0.0,12.0,4.0,14.0,12.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,14.0,4.0,8.0,0.0,0.0,1.0,0.0
129,7.0,10.0,10.0,0.0,14.0,3.0,31.0,59.0,13.0,8.0,2.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,14.0,1.0,3.0,1.0,7.0,9.0,0.0,0.0,0.0,0.0,9.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0
130,7.0,11.0,21.0,0.0,3.0,5.0,38.0,16.0,10.0,11.0,25.0,0.0,2.0,1.0,1.0,24.0,0.0,0.0,34.0,0.0,43.0,6.0,1.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0
131,7.0,12.0,15.0,0.0,2.0,7.0,65.0,40.0,11.0,20.0,2.0,0.0,0.0,0.0,6.0,32.0,0.0,0.0,8.0,1.0,2.0,9.0,4.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
132,7.0,13.0,4.0,0.0,5.0,0.0,10.0,7.0,6.0,2.0,6.0,0.0,1.0,1.0,2.0,13.0,0.0,1.0,5.0,0.0,10.0,7.0,3.0,8.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
133,7.0,14.0,3.0,0.0,16.0,5.0,23.0,37.0,21.0,3.0,0.0,0.0,0.0,1.0,4.0,18.0,0.0,1.0,7.0,3.0,2.0,10.0,5.0,36.0,1.0,0.0,0.0,0.0,6.0,0.0,4.0,3.0,2.0,0.0,0.0,0.0,1.0
134,7.0,15.0,5.0,0.0,3.0,2.0,29.0,44.0,6.0,3.0,2.0,0.0,0.0,1.0,1.0,17.0,0.0,1.0,7.0,1.0,0.0,2.0,10.0,52.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
135,7.0,16.0,6.0,0.0,10.0,2.0,36.0,41.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,6.0,0.0,1.0,9.0,15.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,1.0
136,7.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
137,7.0,18.0,8.0,0.0,16.0,4.0,6.0,17.0,1.0,7.0,0.0,0.0,0.0,2.0,2.0,5.0,0.0,1.0,4.0,0.0,0.0,8.0,1.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0
138,7.0,19.0,8.0,0.0,16.0,2.0,10.0,31.0,11.0,12.0,1.0,0.0,0.0,0.0,3.0,17.0,0.0,0.0,3.0,0.0,0.0,6.0,7.0,40.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,4.0,0.0,0.0,0.0,2.0
139,7.0,20.0,22.0,1.0,3.0,6.0,22.0,21.0,7.0,2.0,14.0,0.0,0.0,0.0,3.0,30.0,0.0,0.0,26.0,0.0,25.0,2.0,4.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,0.0,0.0,1.0
140,8.0,1.0,17.0,0.0,18.0,1.0,11.0,21.0,0.0,4.0,10.0,0.0,0.0,2.0,4.0,20.0,0.0,0.0,15.0,0.0,8.0,2.0,10.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0
141,8.0,2.0,14.0,0.0,12.0,10.0,12.0,12.0,8.0,2.0,26.0,0.0,0.0,3.0,6.0,31.0,0.0,0.0,28.0,0.0,15.0,4.0,1.0,42.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,1.0,2.0,0.0,0.0,0.0,2.0
142,8.0,3.0,5.0,0.0,24.0,0.0,8.0,15.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,8.0,0.0,0.0,9.0,2.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,2.0,1.0,0.0,0.0,0.0,0.0
143,8.0,4.0,3.0,0.0,0.0,0.0,1.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
144,8.0,5.0,21.0,3.0,3.0,9.0,4.0,43.0,1.0,6.0,10.0,0.0,1.0,3.0,10.0,22.0,0.0,0.0,20.0,0.0,5.0,0.0,4.0,73.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,7.0,0.0,0.0,1.0,3.0
145,8.0,6.0,10.0,0.0,4.0,2.0,6.0,13.0,6.0,4.0,0.0,0.0,0.0,0.0,1.0,24.0,0.0,0.0,15.0,0.0,0.0,0.0,1.0,117.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0
146,8.0,7.0,10.0,0.0,2.0,7.0,9.0,7.0,5.0,6.0,27.0,0.0,1.0,2.0,10.0,34.0,1.0,0.0,38.0,0.0,23.0,0.0,1.0,55.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0
147,8.0,8.0,9.0,0.0,15.0,1.0,8.0,14.0,2.0,2.0,13.0,0.0,3.0,4.0,1.0,18.0,0.0,0.0,19.0,0.0,7.0,2.0,6.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0
148,8.0,9.0,11.0,1.0,13.0,4.0,38.0,46.0,29.0,9.0,0.0,0.0,1.0,0.0,6.0,20.0,0.0,0.0,16.0,0.0,6.0,5.0,1.0,69.0,1.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,5.0,0.0,0.0,0.0,3.0
149,8.0,10.0,13.0,0.0,21.0,4.0,18.0,28.0,27.0,7.0,4.0,0.0,0.0,2.0,8.0,26.0,0.0,0.0,9.0,1.0,0.0,0.0,4.0,60.0,1.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,8.0,0.0,0.0,0.0,4.0
150,8.0,11.0,15.0,2.0,39.0,4.0,14.0,2.0,10.0,15.0,38.0,1.0,0.0,1.0,8.0,29.0,1.0,0.0,30.0,0.0,31.0,3.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,5.0,0.0,0.0,0.0,2.0
151,8.0,12.0,4.0,0.0,30.0,0.0,4.0,17.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,2.0,0.0,8.0,0.0,1.0,5.0,9.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,2.0,2.0,0.0,0.0,0.0,0.0
152,8.0,13.0,7.0,1.0,12.0,1.0,6.0,12.0,0.0,4.0,0.0,0.0,0.0,2.0,5.0,13.0,0.0,0.0,5.0,1.0,1.0,15.0,8.0,39.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0
153,8.0,14.0,8.0,0.0,6.0,8.0,12.0,20.0,0.0,3.0,4.0,0.0,1.0,1.0,6.0,31.0,0.0,0.0,12.0,3.0,2.0,2.0,6.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
154,8.0,15.0,6.0,0.0,10.0,2.0,17.0,18.0,22.0,4.0,0.0,0.0,0.0,0.0,4.0,8.0,0.0,0.0,4.0,0.0,0.0,7.0,6.0,62.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0
155,8.0,16.0,5.0,0.0,16.0,1.0,28.0,29.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,9.0,0.0,0.0,9.0,0.0,0.0,35.0,24.0,49.0,1.0,0.0,0.0,0.0,3.0,0.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0
156,8.0,17.0,0.0,0.0,0.0,1.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
157,8.0,18.0,16.0,0.0,38.0,4.0,12.0,18.0,1.0,9.0,8.0,0.0,0.0,0.0,9.0,27.0,0.0,0.0,15.0,0.0,10.0,1.0,7.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,3.0,5.0,0.0,0.0,0.0,4.0
158,8.0,19.0,12.0,1.0,35.0,5.0,19.0,2.0,24.0,9.0,53.0,0.0,1.0,1.0,6.0,21.0,0.0,0.0,46.0,0.0,35.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,6.0,1.0,3.0,0.0,0.0,0.0,2.0
159,8.0,20.0,12.0,0.0,44.0,0.0,13.0,14.0,19.0,11.0,0.0,0.0,0.0,0.0,3.0,19.0,0.0,0.0,13.0,0.0,0.0,0.0,14.0,22.0,0.0,0.0,0.0,0.0,3.0,0.0,10.0,0.0,1.0,0.0,0.0,0.0,1.0
160,9.0,1.0,11.0,0.0,6.0,1.0,45.0,23.0,25.0,41.0,0.0,0.0,0.0,0.0,4.0,18.0,1.0,0.0,4.0,0.0,0.0,0.0,2.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,10.0,0.0,0.0,0.0,2.0
161,9.0,2.0,7.0,0.0,15.0,1.0,27.0,24.0,27.0,13.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,8.0,0.0,0.0,3.0,4.0,57.0,0.0,0.0,1.0,0.0,0.0,0.0,9.0,0.0,4.0,0.0,0.0,0.0,2.0
162,9.0,3.0,25.0,1.0,17.0,12.0,16.0,21.0,67.0,27.0,3.0,0.0,0.0,1.0,11.0,37.0,0.0,0.0,6.0,1.0,3.0,2.0,0.0,11.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,0.0,11.0,0.0,0.0,0.0,2.0
163,9.0,4.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,5.0,1.0,0.0,0.0,0.0,4.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
164,9.0,5.0,10.0,1.0,7.0,4.0,18.0,12.0,78.0,18.0,1.0,0.0,0.0,0.0,1.0,30.0,0.0,0.0,4.0,6.0,0.0,22.0,1.0,35.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,7.0
165,9.0,6.0,7.0,0.0,10.0,0.0,30.0,35.0,9.0,10.0,1.0,0.0,0.0,0.0,2.0,8.0,1.0,0.0,9.0,0.0,0.0,63.0,17.0,39.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,10.0,2.0,0.0,0.0,0.0,2.0
166,9.0,7.0,10.0,1.0,14.0,3.0,21.0,14.0,20.0,10.0,27.0,0.0,0.0,2.0,4.0,28.0,0.0,0.0,24.0,1.0,13.0,21.0,4.0,27.0,1.0,0.0,0.0,0.0,5.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,3.0
167,9.0,8.0,4.0,0.0,22.0,1.0,34.0,11.0,5.0,5.0,12.0,0.0,0.0,0.0,2.0,16.0,0.0,0.0,19.0,0.0,10.0,11.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,1.0
168,9.0,9.0,8.0,0.0,9.0,2.0,15.0,16.0,9.0,4.0,0.0,0.0,0.0,0.0,1.0,9.0,0.0,0.0,10.0,0.0,0.0,0.0,6.0,110.0,0.0,0.0,0.0,0.0,4.0,0.0,8.0,0.0,1.0,0.0,0.0,0.0,1.0
169,9.0,10.0,6.0,0.0,11.0,1.0,17.0,38.0,36.0,1.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,0.0,5.0,1.0,0.0,24.0,18.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,1.0,0.0,0.0,0.0,3.0
170,9.0,11.0,10.0,0.0,3.0,7.0,21.0,37.0,5.0,0.0,1.0,0.0,0.0,0.0,2.0,10.0,0.0,0.0,7.0,1.0,0.0,1.0,18.0,66.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0
171,9.0,12.0,6.0,0.0,22.0,2.0,27.0,21.0,19.0,4.0,22.0,0.0,0.0,2.0,4.0,18.0,1.0,0.0,16.0,0.0,13.0,8.0,7.0,63.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,4.0,4.0,0.0,0.0,0.0,0.0
172,9.0,13.0,5.0,0.0,42.0,0.0,3.0,23.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,13.0,0.0,0.0,12.0,1.0,0.0,23.0,1.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0
173,9.0,14.0,0.0,1.0,3.0,3.0,7.0,20.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,62.0,0.0,0.0,9.0,5.0,0.0,1.0,5.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0
174,9.0,15.0,10.0,4.0,4.0,2.0,4.0,11.0,1.0,5.0,3.0,0.0,0.0,0.0,5.0,18.0,0.0,0.0,9.0,0.0,8.0,1.0,2.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,12.0,0.0,0.0,0.0,6.0
175,9.0,16.0,12.0,0.0,15.0,4.0,7.0,22.0,12.0,4.0,22.0,0.0,0.0,1.0,1.0,30.0,1.0,0.0,20.0,0.0,16.0,3.0,8.0,48.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,2.0,0.0,0.0,0.0,1.0
176,9.0,17.0,2.0,0.0,8.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,21.0,1.0,0.0,1.0,2.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,2.0
177,9.0,18.0,9.0,0.0,59.0,2.0,4.0,6.0,0.0,2.0,17.0,0.0,0.0,0.0,5.0,28.0,1.0,0.0,16.0,0.0,6.0,6.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,3.0,4.0,0.0,0.0,0.0,3.0
