,fov,spot_id,tumor,fibroblast,macrophage,T CD4 memory,T CD8 memory,plasmablast,B-cell,mast,Treg,endothelial,pDC,T CD4 naive,neutrophil,T CD8 naive,NK,monocyte,epithelial,mDC
168,9.0,9.0,31.0,26.0,12.0,0.0,0.0,7.0,17.0,7.0,0.0,30.0,3.0,24.0,31.0,2.0,7.0,4.0,16.0,3.0
169,9.0,10.0,2.0,10.0,24.0,0.0,0.0,2.0,10.0,3.0,0.0,16.0,1.0,28.0,36.0,2.0,6.0,2.0,4.0,3.0
170,9.0,11.0,0.0,11.0,31.0,0.0,0.0,3.0,6.0,4.0,0.0,23.0,1.0,8.0,54.0,0.0,4.0,0.0,14.0,1.0
171,9.0,12.0,0.0,15.0,16.0,0.0,0.0,5.0,10.0,5.0,0.0,43.0,4.0,24.0,35.0,0.0,6.0,2.0,9.0,2.0
172,9.0,13.0,1.0,9.0,36.0,0.0,0.0,3.0,3.0,11.0,0.0,30.0,2.0,6.0,61.0,2.0,6.0,1.0,4.0,0.0
173,9.0,14.0,0.0,17.0,16.0,0.0,0.0,2.0,7.0,11.0,0.0,33.0,1.0,17.0,39.0,0.0,6.0,1.0,5.0,1.0
174,9.0,15.0,1.0,5.0,16.0,1.0,0.0,1.0,1.0,2.0,0.0,14.0,1.0,5.0,78.0,0.0,6.0,2.0,3.0,3.0
175,9.0,16.0,0.0,6.0,11.0,0.0,0.0,0.0,0.0,1.0,0.0,21.0,0.0,8.0,52.0,0.0,3.0,0.0,16.0,1.0
176,9.0,17.0,3.0,9.0,45.0,0.0,0.0,0.0,0.0,6.0,1.0,19.0,1.0,3.0,44.0,0.0,3.0,3.0,11.0,4.0
177,9.0,18.0,7.0,3.0,44.0,0.0,0.0,0.0,1.0,4.0,0.0,3.0,0.0,2.0,67.0,0.0,3.0,0.0,3.0,0.0
178,9.0,19.0,1.0,3.0,31.0,0.0,0.0,1.0,3.0,2.0,0.0,6.0,0.0,2.0,47.0,0.0,3.0,0.0,8.0,3.0
179,9.0,20.0,4.0,3.0,28.0,0.0,0.0,0.0,2.0,3.0,0.0,15.0,0.0,3.0,39.0,0.0,2.0,0.0,9.0,4.0
180,10.0,1.0,14.0,11.0,23.0,0.0,0.0,0.0,2.0,4.0,0.0,18.0,0.0,1.0,40.0,0.0,2.0,2.0,17.0,8.0
181,10.0,2.0,3.0,7.0,27.0,0.0,0.0,0.0,4.0,8.0,0.0,18.0,1.0,14.0,50.0,1.0,3.0,2.0,19.0,2.0
182,10.0,3.0,6.0,4.0,25.0,0.0,0.0,2.0,1.0,5.0,0.0,15.0,1.0,3.0,55.0,2.0,4.0,0.0,17.0,2.0
183,10.0,4.0,1.0,5.0,38.0,0.0,0.0,1.0,2.0,1.0,0.0,11.0,1.0,4.0,52.0,2.0,7.0,3.0,2.0,2.0
184,10.0,5.0,1.0,7.0,14.0,0.0,0.0,8.0,2.0,5.0,0.0,24.0,3.0,1.0,44.0,0.0,4.0,1.0,10.0,2.0
185,10.0,6.0,6.0,3.0,27.0,0.0,0.0,0.0,1.0,5.0,0.0,10.0,0.0,2.0,44.0,1.0,3.0,0.0,5.0,2.0
186,10.0,7.0,1.0,1.0,41.0,0.0,0.0,0.0,1.0,3.0,0.0,4.0,0.0,1.0,84.0,0.0,7.0,1.0,3.0,1.0
187,10.0,8.0,1.0,8.0,27.0,0.0,0.0,7.0,16.0,0.0,0.0,27.0,0.0,32.0,26.0,0.0,4.0,1.0,7.0,5.0
188,10.0,9.0,7.0,8.0,26.0,0.0,0.0,13.0,2.0,6.0,0.0,8.0,1.0,5.0,66.0,0.0,6.0,2.0,14.0,4.0
189,10.0,10.0,1.0,2.0,37.0,0.0,0.0,0.0,5.0,2.0,0.0,6.0,0.0,4.0,52.0,0.0,2.0,0.0,7.0,2.0
190,10.0,11.0,6.0,0.0,53.0,0.0,0.0,0.0,3.0,5.0,0.0,5.0,0.0,0.0,70.0,1.0,6.0,0.0,2.0,0.0
191,10.0,12.0,1.0,0.0,50.0,0.0,0.0,0.0,5.0,3.0,0.0,1.0,0.0,0.0,103.0,0.0,2.0,1.0,1.0,3.0
192,10.0,13.0,84.0,20.0,6.0,0.0,0.0,4.0,0.0,12.0,0.0,36.0,0.0,1.0,7.0,1.0,3.0,0.0,1.0,1.0
193,10.0,14.0,26.0,23.0,13.0,0.0,0.0,17.0,2.0,9.0,0.0,16.0,5.0,3.0,6.0,0.0,4.0,3.0,5.0,12.0
194,10.0,15.0,2.0,4.0,19.0,0.0,0.0,5.0,2.0,4.0,0.0,16.0,1.0,0.0,39.0,1.0,5.0,1.0,5.0,2.0
195,10.0,16.0,1.0,0.0,31.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,4.0,63.0,0.0,3.0,0.0,1.0,1.0
196,10.0,17.0,152.0,11.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
197,10.0,18.0,207.0,12.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,8.0,0.0,0.0,8.0,0.0,1.0,0.0,1.0,2.0
198,10.0,19.0,117.0,23.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,7.0,0.0,0.0,10.0,0.0,3.0,0.0,0.0,5.0
199,10.0,20.0,6.0,18.0,9.0,0.0,0.0,5.0,1.0,13.0,0.0,12.0,3.0,1.0,18.0,1.0,4.0,1.0,3.0,8.0
200,11.0,1.0,152.0,0.0,0.0,0.0,0.0,4.0,8.0,1.0,0.0,0.0,1.0,1.0,3.0,0.0,2.0,0.0,12.0,1.0
201,11.0,2.0,150.0,3.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,9.0,0.0,0.0,5.0,0.0,1.0,1.0,3.0,1.0
202,11.0,3.0,117.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,6.0,1.0,0.0,0.0,2.0,0.0
203,11.0,4.0,127.0,10.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,10.0,0.0,2.0,3.0,0.0,1.0,0.0,10.0,0.0
204,11.0,5.0,9.0,11.0,7.0,2.0,0.0,15.0,46.0,2.0,0.0,20.0,12.0,42.0,15.0,7.0,9.0,8.0,24.0,20.0
205,11.0,6.0,31.0,8.0,13.0,1.0,0.0,36.0,14.0,3.0,0.0,11.0,7.0,51.0,14.0,1.0,3.0,5.0,14.0,12.0
206,11.0,7.0,85.0,4.0,9.0,0.0,0.0,3.0,0.0,1.0,0.0,2.0,0.0,1.0,12.0,0.0,3.0,0.0,2.0,0.0
207,11.0,8.0,54.0,36.0,3.0,0.0,0.0,38.0,2.0,13.0,0.0,19.0,4.0,14.0,10.0,2.0,3.0,0.0,17.0,5.0
208,11.0,9.0,0.0,30.0,5.0,1.0,0.0,73.0,28.0,12.0,0.0,43.0,27.0,64.0,1.0,11.0,5.0,2.0,1.0,6.0
209,11.0,10.0,0.0,27.0,7.0,0.0,0.0,46.0,74.0,12.0,0.0,28.0,11.0,80.0,2.0,5.0,4.0,0.0,15.0,3.0
210,11.0,11.0,1.0,13.0,7.0,0.0,0.0,23.0,66.0,8.0,0.0,35.0,6.0,70.0,9.0,1.0,6.0,1.0,25.0,1.0
211,11.0,12.0,0.0,31.0,4.0,0.0,0.0,52.0,24.0,5.0,0.0,26.0,8.0,43.0,9.0,5.0,6.0,0.0,25.0,6.0
212,11.0,13.0,0.0,36.0,2.0,1.0,0.0,36.0,69.0,5.0,0.0,22.0,5.0,44.0,4.0,3.0,2.0,1.0,21.0,6.0
213,11.0,14.0,0.0,48.0,1.0,0.0,0.0,24.0,20.0,17.0,0.0,21.0,9.0,21.0,3.0,1.0,1.0,0.0,25.0,6.0
214,11.0,15.0,0.0,41.0,4.0,0.0,0.0,35.0,7.0,10.0,0.0,13.0,13.0,5.0,4.0,4.0,0.0,0.0,14.0,7.0
215,11.0,16.0,0.0,39.0,6.0,0.0,0.0,56.0,46.0,14.0,0.0,20.0,16.0,37.0,2.0,6.0,1.0,0.0,10.0,5.0
216,11.0,17.0,0.0,30.0,4.0,2.0,0.0,32.0,8.0,5.0,1.0,10.0,10.0,10.0,0.0,8.0,0.0,1.0,0.0,10.0
217,11.0,18.0,40.0,35.0,0.0,0.0,0.0,23.0,0.0,6.0,1.0,11.0,3.0,4.0,2.0,0.0,1.0,0.0,0.0,4.0
218,11.0,19.0,13.0,47.0,1.0,0.0,0.0,31.0,4.0,14.0,0.0,10.0,6.0,6.0,2.0,1.0,1.0,0.0,0.0,6.0
219,11.0,20.0,0.0,44.0,2.0,0.0,0.0,14.0,80.0,4.0,0.0,8.0,4.0,31.0,1.0,4.0,1.0,0.0,0.0,2.0
220,12.0,1.0,69.0,12.0,3.0,1.0,0.0,5.0,0.0,6.0,0.0,3.0,1.0,1.0,5.0,0.0,0.0,0.0,4.0,2.0
221,12.0,2.0,104.0,26.0,1.0,0.0,0.0,6.0,1.0,10.0,0.0,7.0,2.0,0.0,5.0,0.0,0.0,1.0,2.0,0.0
222,12.0,3.0,130.0,28.0,0.0,0.0,0.0,7.0,0.0,3.0,0.0,6.0,1.0,1.0,1.0,2.0,0.0,0.0,3.0,0.0
223,12.0,4.0,66.0,20.0,0.0,0.0,0.0,6.0,0.0,0.0,1.0,8.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
224,12.0,5.0,132.0,16.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
225,12.0,6.0,77.0,40.0,1.0,0.0,0.0,7.0,0.0,3.0,0.0,10.0,1.0,1.0,3.0,1.0,0.0,0.0,3.0,1.0
226,12.0,7.0,131.0,36.0,0.0,0.0,0.0,6.0,0.0,5.0,0.0,5.0,1.0,1.0,6.0,1.0,1.0,1.0,1.0,0.0
227,12.0,8.0,185.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
228,12.0,9.0,13.0,17.0,3.0,0.0,0.0,20.0,8.0,0.0,0.0,5.0,4.0,11.0,49.0,2.0,3.0,1.0,5.0,2.0
229,12.0,10.0,32.0,23.0,3.0,0.0,0.0,22.0,3.0,6.0,0.0,13.0,2.0,18.0,8.0,1.0,1.0,2.0,5.0,6.0
230,12.0,11.0,35.0,38.0,2.0,0.0,0.0,26.0,4.0,2.0,0.0,22.0,4.0,12.0,12.0,2.0,0.0,0.0,8.0,1.0
231,12.0,12.0,87.0,18.0,2.0,0.0,0.0,6.0,0.0,4.0,0.0,21.0,0.0,2.0,33.0,1.0,0.0,0.0,2.0,3.0
232,12.0,13.0,10.0,22.0,23.0,0.0,0.0,34.0,15.0,4.0,0.0,10.0,4.0,21.0,80.0,3.0,5.0,3.0,3.0,10.0
233,12.0,14.0,0.0,52.0,7.0,7.0,1.0,27.0,60.0,5.0,0.0,11.0,13.0,132.0,3.0,8.0,1.0,2.0,1.0,5.0
234,12.0,15.0,0.0,38.0,4.0,0.0,0.0,8.0,107.0,6.0,0.0,12.0,4.0,76.0,4.0,4.0,3.0,4.0,24.0,9.0
235,12.0,16.0,3.0,8.0,4.0,0.0,0.0,25.0,2.0,3.0,0.0,13.0,9.0,4.0,30.0,1.0,2.0,1.0,32.0,4.0
236,12.0,17.0,60.0,19.0,10.0,0.0,0.0,1.0,1.0,2.0,0.0,5.0,3.0,10.0,8.0,0.0,0.0,1.0,16.0,4.0
237,12.0,18.0,1.0,37.0,14.0,0.0,1.0,8.0,20.0,7.0,0.0,11.0,5.0,29.0,9.0,10.0,4.0,1.0,17.0,8.0
238,12.0,19.0,0.0,61.0,6.0,2.0,0.0,40.0,44.0,8.0,0.0,26.0,15.0,45.0,6.0,6.0,1.0,4.0,11.0,13.0
239,12.0,20.0,0.0,29.0,11.0,0.0,0.0,30.0,8.0,12.0,0.0,23.0,5.0,7.0,34.0,3.0,8.0,0.0,22.0,7.0
240,13.0,1.0,79.0,12.0,3.0,0.0,0.0,15.0,1.0,2.0,0.0,6.0,2.0,1.0,5.0,1.0,1.0,0.0,8.0,2.0
241,13.0,2.0,3.0,18.0,26.0,0.0,0.0,21.0,1.0,14.0,0.0,13.0,3.0,5.0,60.0,1.0,2.0,0.0,13.0,5.0
242,13.0,3.0,2.0,21.0,29.0,0.0,0.0,32.0,6.0,9.0,0.0,7.0,14.0,1.0,51.0,0.0,5.0,3.0,2.0,4.0
243,13.0,4.0,6.0,10.0,25.0,0.0,0.0,6.0,2.0,6.0,0.0,7.0,6.0,0.0,50.0,1.0,7.0,0.0,9.0,8.0
244,13.0,5.0,68.0,8.0,28.0,0.0,1.0,0.0,0.0,3.0,0.0,4.0,2.0,2.0,32.0,0.0,5.0,2.0,4.0,3.0
245,13.0,6.0,26.0,2.0,31.0,0.0,0.0,9.0,4.0,5.0,0.0,6.0,6.0,6.0,47.0,3.0,6.0,0.0,4.0,4.0
246,13.0,7.0,1.0,7.0,41.0,0.0,0.0,19.0,2.0,6.0,0.0,8.0,3.0,6.0,51.0,0.0,6.0,2.0,15.0,4.0
247,13.0,8.0,0.0,1.0,51.0,0.0,0.0,9.0,8.0,5.0,0.0,5.0,2.0,2.0,64.0,0.0,7.0,2.0,4.0,4.0
248,13.0,9.0,2.0,2.0,32.0,0.0,0.0,2.0,3.0,7.0,0.0,10.0,0.0,4.0,59.0,2.0,6.0,2.0,5.0,2.0
249,13.0,10.0,8.0,1.0,37.0,0.0,0.0,2.0,3.0,3.0,0.0,7.0,5.0,5.0,39.0,0.0,3.0,0.0,10.0,6.0
250,13.0,11.0,0.0,11.0,19.0,0.0,0.0,14.0,6.0,11.0,0.0,35.0,5.0,11.0,47.0,2.0,7.0,1.0,8.0,5.0
251,13.0,12.0,0.0,2.0,26.0,0.0,0.0,9.0,1.0,11.0,0.0,17.0,1.0,16.0,61.0,0.0,16.0,1.0,13.0,3.0
252,13.0,13.0,4.0,9.0,20.0,0.0,0.0,4.0,0.0,10.0,0.0,29.0,1.0,7.0,56.0,0.0,12.0,1.0,12.0,8.0
253,13.0,14.0,4.0,10.0,22.0,0.0,0.0,11.0,5.0,5.0,0.0,17.0,0.0,3.0,52.0,0.0,9.0,1.0,15.0,5.0
254,13.0,15.0,2.0,0.0,54.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,96.0,0.0,4.0,3.0,3.0,2.0
255,13.0,16.0,0.0,1.0,32.0,0.0,0.0,2.0,1.0,1.0,0.0,7.0,0.0,2.0,78.0,0.0,10.0,3.0,8.0,1.0
256,13.0,17.0,2.0,5.0,19.0,1.0,0.0,1.0,1.0,3.0,0.0,8.0,0.0,1.0,52.0,1.0,7.0,1.0,22.0,5.0
257,13.0,18.0,10.0,4.0,38.0,0.0,0.0,2.0,3.0,6.0,0.0,11.0,1.0,1.0,48.0,1.0,5.0,0.0,8.0,6.0
258,13.0,19.0,1.0,0.0,42.0,0.0,0.0,0.0,3.0,5.0,0.0,0.0,1.0,2.0,84.0,0.0,6.0,0.0,0.0,2.0
259,13.0,20.0,4.0,2.0,31.0,0.0,0.0,1.0,1.0,6.0,0.0,11.0,3.0,5.0,67.0,1.0,5.0,1.0,17.0,2.0
260,14.0,1.0,2.0,8.0,15.0,0.0,0.0,0.0,0.0,4.0,0.0,18.0,0.0,5.0,37.0,0.0,2.0,0.0,14.0,1.0
261,14.0,2.0,2.0,5.0,35.0,1.0,0.0,0.0,1.0,5.0,0.0,14.0,0.0,4.0,70.0,0.0,5.0,3.0,9.0,8.0
262,14.0,3.0,0.0,11.0,20.0,0.0,0.0,1.0,0.0,4.0,0.0,28.0,0.0,3.0,63.0,0.0,1.0,0.0,13.0,2.0
263,14.0,4.0,1.0,5.0,27.0,0.0,0.0,2.0,0.0,7.0,0.0,13.0,2.0,5.0,45.0,0.0,2.0,0.0,4.0,3.0
264,14.0,5.0,2.0,0.0,56.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,1.0,43.0,1.0,2.0,0.0,0.0,2.0
265,14.0,6.0,2.0,0.0,27.0,0.0,0.0,0.0,2.0,6.0,0.0,9.0,0.0,5.0,74.0,0.0,3.0,1.0,2.0,4.0
266,14.0,7.0,4.0,2.0,45.0,0.0,0.0,2.0,3.0,4.0,0.0,10.0,0.0,3.0,80.0,1.0,6.0,0.0,2.0,3.0
267,14.0,8.0,0.0,10.0,7.0,0.0,0.0,0.0,3.0,3.0,0.0,23.0,0.0,1.0,26.0,0.0,3.0,0.0,6.0,5.0
268,14.0,9.0,1.0,3.0,17.0,1.0,0.0,2.0,1.0,3.0,0.0,16.0,0.0,5.0,54.0,0.0,7.0,2.0,3.0,3.0
269,14.0,10.0,1.0,7.0,32.0,0.0,0.0,3.0,1.0,9.0,0.0,21.0,0.0,5.0,26.0,0.0,5.0,0.0,11.0,1.0
270,14.0,11.0,3.0,3.0,25.0,0.0,0.0,5.0,2.0,9.0,0.0,21.0,1.0,3.0,53.0,0.0,2.0,0.0,11.0,2.0
271,14.0,12.0,1.0,3.0,45.0,0.0,0.0,0.0,1.0,4.0,0.0,5.0,0.0,0.0,48.0,0.0,4.0,1.0,0.0,1.0
272,14.0,13.0,6.0,10.0,16.0,0.0,0.0,0.0,0.0,10.0,0.0,40.0,0.0,7.0,37.0,0.0,4.0,0.0,2.0,6.0
273,14.0,14.0,4.0,9.0,37.0,0.0,0.0,6.0,1.0,6.0,0.0,20.0,0.0,0.0,39.0,0.0,5.0,2.0,12.0,1.0
274,14.0,15.0,5.0,0.0,35.0,0.0,0.0,2.0,2.0,5.0,0.0,18.0,0.0,5.0,30.0,1.0,8.0,1.0,8.0,2.0
275,14.0,16.0,2.0,3.0,43.0,0.0,0.0,2.0,3.0,2.0,0.0,14.0,0.0,4.0,62.0,0.0,7.0,0.0,2.0,1.0
276,14.0,17.0,0.0,6.0,25.0,0.0,0.0,0.0,3.0,6.0,0.0,20.0,1.0,7.0,55.0,0.0,3.0,0.0,4.0,5.0
277,14.0,18.0,3.0,8.0,17.0,0.0,0.0,3.0,2.0,11.0,0.0,27.0,1.0,6.0,51.0,0.0,9.0,1.0,14.0,7.0
278,14.0,19.0,2.0,12.0,28.0,0.0,0.0,4.0,32.0,6.0,0.0,33.0,3.0,37.0,30.0,0.0,3.0,2.0,22.0,10.0
279,14.0,20.0,10.0,1.0,42.0,0.0,0.0,4.0,13.0,2.0,0.0,6.0,2.0,13.0,49.0,1.0,5.0,1.0,6.0,6.0
280,15.0,1.0,2.0,2.0,43.0,0.0,0.0,4.0,2.0,3.0,0.0,24.0,0.0,4.0,54.0,1.0,7.0,2.0,5.0,11.0
281,15.0,2.0,4.0,8.0,43.0,0.0,0.0,2.0,3.0,4.0,0.0,1.0,1.0,8.0,80.0,3.0,2.0,0.0,6.0,7.0
282,15.0,3.0,8.0,2.0,19.0,0.0,0.0,1.0,153.0,0.0,1.0,3.0,0.0,38.0,20.0,0.0,3.0,0.0,28.0,5.0
283,15.0,4.0,0.0,18.0,16.0,0.0,0.0,4.0,20.0,7.0,0.0,34.0,0.0,44.0,28.0,2.0,2.0,2.0,12.0,11.0
284,15.0,5.0,2.0,7.0,15.0,0.0,0.0,4.0,2.0,5.0,0.0,34.0,0.0,8.0,19.0,0.0,5.0,3.0,11.0,9.0
285,15.0,6.0,1.0,10.0,17.0,0.0,0.0,2.0,2.0,6.0,0.0,30.0,0.0,4.0,57.0,1.0,7.0,0.0,16.0,3.0
286,15.0,7.0,0.0,5.0,42.0,0.0,0.0,2.0,1.0,5.0,0.0,18.0,1.0,8.0,58.0,0.0,4.0,1.0,9.0,3.0
287,15.0,8.0,8.0,7.0,43.0,0.0,0.0,0.0,3.0,6.0,0.0,16.0,0.0,3.0,58.0,0.0,4.0,2.0,11.0,6.0
288,15.0,9.0,1.0,1.0,37.0,0.0,0.0,0.0,3.0,6.0,1.0,12.0,0.0,2.0,74.0,0.0,4.0,2.0,5.0,3.0
289,15.0,10.0,1.0,2.0,33.0,0.0,0.0,1.0,3.0,1.0,0.0,10.0,0.0,1.0,37.0,0.0,2.0,0.0,7.0,4.0
290,15.0,11.0,1.0,4.0,27.0,0.0,0.0,5.0,2.0,3.0,0.0,14.0,4.0,2.0,43.0,1.0,6.0,1.0,17.0,9.0
291,15.0,12.0,2.0,4.0,37.0,0.0,0.0,1.0,3.0,7.0,0.0,11.0,2.0,2.0,64.0,1.0,2.0,2.0,6.0,3.0
292,15.0,13.0,6.0,4.0,36.0,0.0,0.0,4.0,2.0,4.0,0.0,5.0,0.0,2.0,62.0,0.0,8.0,2.0,8.0,1.0
293,15.0,14.0,0.0,10.0,8.0,0.0,0.0,6.0,2.0,7.0,0.0,15.0,4.0,4.0,13.0,2.0,1.0,7.0,25.0,12.0
294,15.0,15.0,0.0,19.0,9.0,0.0,0.0,17.0,3.0,6.0,0.0,45.0,9.0,9.0,14.0,3.0,4.0,1.0,25.0,14.0
295,15.0,16.0,0.0,15.0,15.0,0.0,0.0,0.0,1.0,6.0,1.0,7.0,1.0,3.0,27.0,3.0,1.0,3.0,19.0,6.0
296,15.0,17.0,4.0,15.0,15.0,1.0,0.0,17.0,3.0,8.0,0.0,6.0,4.0,4.0,28.0,1.0,3.0,2.0,14.0,10.0
297,15.0,18.0,0.0,22.0,9.0,0.0,0.0,6.0,0.0,6.0,1.0,19.0,2.0,11.0,11.0,9.0,6.0,1.0,15.0,10.0
298,15.0,19.0,0.0,35.0,2.0,1.0,0.0,8.0,11.0,5.0,0.0,12.0,5.0,24.0,6.0,12.0,1.0,0.0,8.0,35.0
299,15.0,20.0,0.0,59.0,1.0,0.0,0.0,5.0,30.0,3.0,0.0,22.0,7.0,49.0,0.0,19.0,3.0,0.0,0.0,28.0
300,16.0,1.0,81.0,22.0,0.0,0.0,0.0,16.0,2.0,21.0,0.0,3.0,1.0,0.0,3.0,0.0,1.0,0.0,21.0,0.0
301,16.0,2.0,121.0,32.0,0.0,0.0,0.0,56.0,0.0,3.0,0.0,13.0,1.0,0.0,5.0,0.0,0.0,0.0,4.0,1.0
302,16.0,3.0,276.0,11.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
303,16.0,4.0,63.0,40.0,1.0,0.0,0.0,60.0,1.0,1.0,0.0,6.0,7.0,1.0,1.0,0.0,5.0,1.0,3.0,4.0
304,16.0,5.0,48.0,26.0,3.0,0.0,0.0,49.0,4.0,5.0,0.0,21.0,7.0,15.0,6.0,3.0,1.0,1.0,13.0,5.0
305,16.0,6.0,191.0,9.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,9.0,0.0,0.0,0.0,1.0,0.0
306,16.0,7.0,123.0,41.0,0.0,0.0,0.0,12.0,1.0,4.0,0.0,10.0,0.0,0.0,7.0,0.0,1.0,0.0,5.0,2.0
307,16.0,8.0,14.0,23.0,1.0,1.0,0.0,42.0,3.0,6.0,0.0,10.0,11.0,7.0,1.0,4.0,1.0,1.0,28.0,4.0
308,16.0,9.0,0.0,16.0,15.0,0.0,0.0,76.0,11.0,6.0,0.0,28.0,10.0,16.0,18.0,2.0,1.0,0.0,4.0,1.0
309,16.0,10.0,33.0,12.0,9.0,0.0,0.0,76.0,37.0,3.0,0.0,19.0,15.0,46.0,10.0,3.0,2.0,0.0,2.0,8.0
310,16.0,11.0,2.0,27.0,9.0,0.0,0.0,119.0,13.0,5.0,0.0,22.0,25.0,22.0,6.0,1.0,2.0,1.0,0.0,1.0
311,16.0,12.0,4.0,24.0,11.0,0.0,0.0,80.0,11.0,10.0,0.0,27.0,20.0,16.0,5.0,5.0,2.0,0.0,14.0,0.0
312,16.0,13.0,0.0,21.0,3.0,0.0,0.0,95.0,105.0,3.0,0.0,36.0,13.0,46.0,12.0,3.0,1.0,1.0,15.0,4.0
313,16.0,14.0,0.0,20.0,3.0,2.0,0.0,60.0,120.0,7.0,0.0,27.0,13.0,45.0,3.0,4.0,2.0,1.0,9.0,2.0
314,16.0,15.0,7.0,17.0,7.0,0.0,0.0,85.0,42.0,10.0,1.0,22.0,17.0,26.0,8.0,2.0,9.0,1.0,17.0,3.0
315,16.0,16.0,27.0,9.0,15.0,0.0,0.0,54.0,7.0,5.0,0.0,21.0,6.0,12.0,9.0,2.0,0.0,0.0,5.0,1.0
316,16.0,17.0,0.0,45.0,2.0,0.0,0.0,10.0,124.0,3.0,0.0,12.0,0.0,33.0,18.0,5.0,0.0,0.0,1.0,4.0
317,16.0,18.0,0.0,47.0,1.0,0.0,0.0,30.0,79.0,5.0,0.0,27.0,6.0,32.0,8.0,3.0,1.0,1.0,0.0,5.0
318,16.0,19.0,7.0,33.0,2.0,0.0,0.0,61.0,15.0,12.0,1.0,19.0,6.0,16.0,5.0,4.0,4.0,0.0,5.0,2.0
319,16.0,20.0,1.0,20.0,7.0,0.0,0.0,35.0,6.0,20.0,0.0,36.0,4.0,22.0,5.0,1.0,3.0,1.0,43.0,2.0
320,17.0,1.0,37.0,45.0,4.0,0.0,0.0,6.0,0.0,7.0,0.0,39.0,2.0,2.0,10.0,3.0,1.0,1.0,0.0,4.0
321,17.0,2.0,54.0,50.0,1.0,0.0,0.0,31.0,1.0,12.0,1.0,8.0,4.0,1.0,10.0,3.0,1.0,0.0,0.0,4.0
322,17.0,3.0,112.0,20.0,1.0,0.0,0.0,16.0,1.0,3.0,0.0,15.0,3.0,2.0,5.0,3.0,2.0,0.0,0.0,1.0
323,17.0,4.0,0.0,40.0,3.0,0.0,0.0,17.0,3.0,11.0,0.0,17.0,4.0,4.0,4.0,2.0,4.0,2.0,33.0,3.0
324,17.0,5.0,224.0,29.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
325,17.0,6.0,143.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
326,17.0,7.0,114.0,22.0,1.0,0.0,0.0,11.0,1.0,3.0,0.0,12.0,3.0,4.0,2.0,1.0,1.0,0.0,4.0,4.0
327,17.0,8.0,0.0,40.0,1.0,0.0,0.0,45.0,6.0,10.0,0.0,39.0,6.0,13.0,3.0,6.0,2.0,5.0,0.0,3.0
328,17.0,9.0,56.0,37.0,3.0,0.0,0.0,8.0,1.0,3.0,0.0,13.0,0.0,3.0,16.0,0.0,1.0,0.0,12.0,3.0
329,17.0,10.0,67.0,20.0,2.0,0.0,0.0,11.0,1.0,3.0,0.0,5.0,1.0,1.0,21.0,1.0,0.0,0.0,9.0,2.0
330,17.0,11.0,89.0,24.0,3.0,0.0,0.0,20.0,2.0,9.0,0.0,11.0,5.0,2.0,11.0,0.0,0.0,3.0,13.0,2.0
331,17.0,12.0,0.0,25.0,2.0,1.0,0.0,45.0,14.0,7.0,1.0,41.0,15.0,17.0,4.0,3.0,3.0,3.0,0.0,14.0
332,17.0,13.0,18.0,1.0,5.0,0.0,0.0,12.0,0.0,3.0,0.0,4.0,3.0,3.0,58.0,0.0,2.0,2.0,4.0,2.0
333,17.0,14.0,0.0,15.0,3.0,0.0,0.0,78.0,7.0,3.0,0.0,22.0,5.0,9.0,46.0,0.0,0.0,0.0,3.0,5.0
334,17.0,15.0,55.0,1.0,5.0,0.0,0.0,14.0,3.0,3.0,0.0,5.0,2.0,3.0,56.0,1.0,2.0,0.0,7.0,9.0
335,17.0,16.0,6.0,24.0,14.0,0.0,0.0,33.0,4.0,10.0,0.0,10.0,11.0,8.0,9.0,3.0,0.0,2.0,11.0,11.0
336,17.0,17.0,2.0,5.0,33.0,0.0,0.0,23.0,5.0,5.0,0.0,11.0,8.0,6.0,68.0,0.0,2.0,1.0,8.0,5.0
