,fov,spot_id,Ascending.vasa.recta.endothelium,B-cell,Connecting.tubule,Descending.vasa.recta.endothelium,Distinct.proximal.tubule.1,Distinct.proximal.tubule.2,Epithelial.progenitor.cell,Fibroblast,Glomerular.endothelium,Indistinct.intercalated.cell,MNP.a.classical.monocyte.derived,MNP.b.non.classical.monocyte.derived,MNP.c.dendritic.cell,Myofibroblast,NK,Pelvic.epithelium,Peritubular.capillary.endothelium.1,Peritubular.capillary.endothelium.2,Podocyte,Principal.cell,Proliferating.Proximal.Tubule,Proximal.tubule,T CD4 memory,T CD4 naive,T CD8 memory,T CD8 naive,Thick.ascending.limb.of.Loop.of.Henle,Transitional.urothelium,Treg,Type.A.intercalated.cell,Type.B.intercalated.cell,mDC,macrophage,mast,monocyte,pDC,plasmablast
83,13.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84,13.0,5.0,2.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85,13.0,6.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86,13.0,7.0,4.0,0.0,3.0,0.0,12.0,10.0,8.0,2.0,1.0,1.0,1.0,1.0,2.0,3.0,0.0,3.0,2.0,0.0,0.0,1.0,3.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
87,13.0,8.0,0.0,0.0,1.0,0.0,13.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,2.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88,13.0,9.0,2.0,0.0,2.0,0.0,19.0,5.0,8.0,4.0,1.0,0.0,0.0,2.0,2.0,6.0,1.0,2.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89,13.0,10.0,7.0,0.0,4.0,1.0,14.0,7.0,6.0,4.0,0.0,0.0,0.0,0.0,3.0,12.0,0.0,2.0,1.0,3.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90,13.0,11.0,7.0,0.0,1.0,1.0,11.0,9.0,9.0,1.0,0.0,0.0,0.0,0.0,1.0,9.0,0.0,0.0,1.0,1.0,0.0,1.0,6.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91,13.0,12.0,5.0,0.0,3.0,1.0,33.0,12.0,12.0,2.0,1.0,0.0,1.0,0.0,2.0,5.0,0.0,4.0,3.0,2.0,1.0,1.0,7.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
92,13.0,13.0,3.0,0.0,2.0,0.0,7.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
93,13.0,14.0,0.0,0.0,1.0,0.0,2.0,6.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94,13.0,15.0,5.0,0.0,1.0,2.0,17.0,13.0,6.0,1.0,1.0,0.0,1.0,2.0,3.0,9.0,0.0,2.0,1.0,3.0,1.0,2.0,6.0,12.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95,13.0,16.0,1.0,0.0,2.0,1.0,22.0,13.0,7.0,4.0,0.0,0.0,0.0,0.0,5.0,4.0,0.0,3.0,0.0,0.0,1.0,1.0,3.0,8.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
96,13.0,17.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
97,13.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98,13.0,19.0,0.0,0.0,0.0,0.0,5.0,4.0,1.0,4.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
99,13.0,20.0,2.0,0.0,0.0,0.0,11.0,13.0,9.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,4.0,2.0,0.0,1.0,0.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
100,14.0,1.0,1.0,0.0,0.0,0.0,12.0,3.0,6.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,4.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101,14.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102,14.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103,14.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104,14.0,5.0,5.0,0.0,2.0,1.0,17.0,11.0,6.0,0.0,2.0,0.0,2.0,1.0,5.0,7.0,1.0,0.0,3.0,3.0,0.0,0.0,5.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
105,14.0,6.0,3.0,0.0,0.0,1.0,8.0,7.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
106,14.0,7.0,2.0,0.0,0.0,0.0,4.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
107,14.0,8.0,0.0,0.0,0.0,0.0,3.0,2.0,5.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
108,14.0,9.0,4.0,0.0,2.0,0.0,13.0,18.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,3.0,0.0,2.0,1.0,1.0,6.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
109,14.0,10.0,5.0,0.0,1.0,2.0,13.0,23.0,22.0,5.0,0.0,0.0,1.0,0.0,2.0,6.0,0.0,1.0,2.0,0.0,1.0,0.0,9.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
110,14.0,11.0,14.0,0.0,6.0,0.0,27.0,12.0,7.0,8.0,14.0,0.0,5.0,0.0,1.0,18.0,0.0,0.0,8.0,3.0,11.0,2.0,12.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
111,14.0,12.0,10.0,0.0,12.0,1.0,41.0,13.0,33.0,3.0,2.0,0.0,2.0,0.0,3.0,16.0,1.0,0.0,5.0,0.0,3.0,0.0,16.0,16.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
112,14.0,13.0,3.0,0.0,0.0,1.0,4.0,12.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,16.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
113,14.0,14.0,4.0,1.0,3.0,0.0,15.0,16.0,6.0,5.0,1.0,0.0,1.0,0.0,3.0,15.0,0.0,2.0,1.0,1.0,4.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
114,14.0,15.0,4.0,0.0,1.0,1.0,11.0,17.0,6.0,1.0,3.0,0.0,1.0,1.0,4.0,10.0,0.0,0.0,4.0,2.0,3.0,0.0,8.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0
115,14.0,16.0,8.0,0.0,0.0,0.0,39.0,28.0,2.0,3.0,1.0,0.0,0.0,1.0,4.0,8.0,0.0,0.0,5.0,0.0,4.0,1.0,9.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
116,14.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
117,14.0,18.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
118,14.0,19.0,3.0,0.0,4.0,0.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
119,14.0,20.0,6.0,0.0,2.0,1.0,11.0,8.0,30.0,4.0,0.0,0.0,0.0,1.0,1.0,9.0,0.0,1.0,4.0,1.0,3.0,3.0,8.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0
120,15.0,1.0,4.0,0.0,5.0,1.0,22.0,23.0,23.0,1.0,1.0,0.0,0.0,0.0,1.0,5.0,0.0,2.0,4.0,0.0,0.0,5.0,12.0,15.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
121,15.0,2.0,4.0,0.0,3.0,0.0,3.0,13.0,11.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
122,15.0,3.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
123,15.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
124,15.0,5.0,7.0,0.0,19.0,3.0,28.0,28.0,6.0,6.0,2.0,0.0,1.0,1.0,6.0,16.0,1.0,4.0,4.0,2.0,0.0,9.0,46.0,22.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,5.0,4.0,0.0,1.0,0.0,0.0,0.0,1.0
125,15.0,6.0,7.0,0.0,38.0,0.0,10.0,20.0,16.0,1.0,0.0,0.0,1.0,0.0,5.0,8.0,0.0,0.0,5.0,0.0,0.0,10.0,24.0,62.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0
126,15.0,7.0,11.0,0.0,8.0,6.0,26.0,27.0,30.0,2.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,2.0,4.0,0.0,1.0,6.0,26.0,24.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0
127,15.0,8.0,5.0,0.0,7.0,0.0,5.0,8.0,4.0,7.0,1.0,0.0,0.0,0.0,1.0,8.0,0.0,3.0,4.0,0.0,1.0,3.0,2.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
128,15.0,9.0,12.0,0.0,18.0,3.0,23.0,12.0,4.0,5.0,20.0,0.0,1.0,1.0,1.0,16.0,0.0,0.0,11.0,0.0,5.0,5.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,3.0,0.0,0.0,0.0,1.0
129,15.0,10.0,4.0,0.0,31.0,0.0,8.0,21.0,1.0,4.0,0.0,0.0,0.0,0.0,4.0,13.0,0.0,0.0,8.0,0.0,0.0,3.0,12.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
130,15.0,11.0,5.0,0.0,28.0,1.0,6.0,17.0,2.0,1.0,0.0,0.0,1.0,0.0,2.0,15.0,0.0,0.0,5.0,0.0,0.0,3.0,30.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
131,15.0,12.0,11.0,0.0,9.0,2.0,7.0,18.0,4.0,5.0,0.0,0.0,1.0,0.0,3.0,22.0,0.0,0.0,3.0,0.0,0.0,2.0,32.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
132,15.0,13.0,7.0,0.0,13.0,0.0,6.0,12.0,14.0,2.0,0.0,0.0,0.0,0.0,5.0,10.0,0.0,1.0,7.0,0.0,1.0,8.0,4.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0
133,15.0,14.0,6.0,0.0,6.0,2.0,11.0,17.0,1.0,4.0,2.0,0.0,2.0,0.0,7.0,15.0,0.0,1.0,6.0,0.0,3.0,7.0,6.0,34.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
134,15.0,15.0,4.0,0.0,0.0,0.0,7.0,19.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,6.0,0.0,1.0,1.0,17.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
135,15.0,16.0,5.0,0.0,0.0,0.0,22.0,21.0,1.0,7.0,0.0,0.0,0.0,1.0,9.0,9.0,0.0,0.0,5.0,0.0,0.0,0.0,27.0,50.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
136,15.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
137,15.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
138,15.0,19.0,3.0,0.0,0.0,0.0,2.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
139,15.0,20.0,4.0,0.0,0.0,1.0,6.0,15.0,8.0,3.0,1.0,0.0,0.0,0.0,3.0,6.0,0.0,1.0,6.0,0.0,0.0,0.0,10.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
140,16.0,1.0,9.0,0.0,12.0,1.0,6.0,6.0,4.0,21.0,0.0,0.0,0.0,0.0,1.0,33.0,0.0,2.0,3.0,2.0,0.0,6.0,7.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
141,16.0,2.0,5.0,0.0,4.0,2.0,2.0,4.0,8.0,15.0,0.0,0.0,0.0,2.0,0.0,32.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
142,16.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
143,16.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
144,16.0,5.0,5.0,0.0,21.0,1.0,14.0,22.0,6.0,3.0,0.0,0.0,0.0,0.0,3.0,16.0,0.0,1.0,2.0,0.0,0.0,12.0,29.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
145,16.0,6.0,16.0,0.0,10.0,3.0,8.0,19.0,27.0,7.0,0.0,0.0,0.0,0.0,6.0,26.0,0.0,1.0,6.0,1.0,3.0,3.0,15.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0
146,16.0,7.0,10.0,0.0,0.0,3.0,9.0,15.0,2.0,3.0,12.0,0.0,0.0,0.0,3.0,41.0,1.0,0.0,9.0,0.0,8.0,0.0,26.0,18.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
147,16.0,8.0,1.0,0.0,0.0,2.0,2.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,2.0,3.0,0.0,1.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
148,16.0,9.0,7.0,0.0,27.0,0.0,15.0,29.0,8.0,7.0,3.0,0.0,0.0,0.0,5.0,4.0,0.0,0.0,4.0,0.0,0.0,9.0,14.0,41.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
149,16.0,10.0,9.0,0.0,33.0,0.0,5.0,27.0,1.0,5.0,0.0,0.0,0.0,0.0,5.0,9.0,0.0,0.0,6.0,0.0,2.0,20.0,14.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,2.0
150,16.0,11.0,16.0,0.0,8.0,2.0,16.0,26.0,4.0,4.0,16.0,0.0,1.0,0.0,5.0,30.0,0.0,0.0,18.0,0.0,14.0,1.0,12.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,5.0,0.0,0.0,0.0,0.0
151,16.0,12.0,8.0,0.0,18.0,1.0,17.0,21.0,18.0,3.0,0.0,0.0,0.0,0.0,6.0,14.0,0.0,0.0,3.0,0.0,1.0,8.0,52.0,31.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
152,16.0,13.0,5.0,0.0,6.0,0.0,3.0,6.0,44.0,1.0,1.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,1.0,1.0,3.0,0.0,11.0,16.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
153,16.0,14.0,7.0,0.0,9.0,0.0,11.0,13.0,9.0,7.0,8.0,0.0,1.0,1.0,2.0,13.0,0.0,0.0,12.0,2.0,6.0,0.0,13.0,60.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0
154,16.0,15.0,14.0,0.0,10.0,5.0,9.0,13.0,0.0,8.0,19.0,0.0,1.0,1.0,6.0,88.0,0.0,0.0,19.0,0.0,7.0,0.0,5.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
155,16.0,16.0,7.0,0.0,24.0,1.0,16.0,19.0,4.0,7.0,0.0,0.0,0.0,0.0,2.0,20.0,0.0,0.0,6.0,0.0,1.0,1.0,11.0,25.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
156,16.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
157,16.0,18.0,2.0,0.0,0.0,0.0,0.0,1.0,6.0,3.0,0.0,0.0,0.0,2.0,6.0,3.0,0.0,4.0,2.0,1.0,1.0,0.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0
158,16.0,19.0,3.0,0.0,1.0,3.0,2.0,5.0,1.0,7.0,0.0,0.0,0.0,0.0,11.0,45.0,0.0,2.0,2.0,1.0,1.0,1.0,4.0,16.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
159,16.0,20.0,9.0,1.0,24.0,2.0,5.0,15.0,3.0,5.0,5.0,0.0,1.0,1.0,9.0,35.0,0.0,0.0,6.0,1.0,2.0,6.0,4.0,45.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,5.0,0.0,12.0,0.0,0.0,0.0,0.0
160,17.0,1.0,6.0,0.0,8.0,1.0,6.0,15.0,19.0,2.0,0.0,0.0,0.0,0.0,4.0,5.0,0.0,0.0,3.0,0.0,1.0,6.0,17.0,52.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
161,17.0,2.0,3.0,0.0,6.0,1.0,3.0,1.0,14.0,1.0,1.0,0.0,0.0,0.0,3.0,3.0,0.0,1.0,2.0,0.0,3.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,0.0,3.0,0.0,0.0,0.0,1.0
162,17.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
163,17.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
164,17.0,5.0,9.0,0.0,16.0,1.0,28.0,38.0,6.0,9.0,0.0,0.0,1.0,0.0,3.0,16.0,0.0,1.0,5.0,1.0,2.0,2.0,44.0,22.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
165,17.0,6.0,24.0,0.0,26.0,10.0,13.0,6.0,4.0,10.0,24.0,0.0,2.0,0.0,10.0,52.0,0.0,1.0,29.0,1.0,17.0,2.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,6.0,0.0,0.0,0.0,2.0
166,17.0,7.0,5.0,0.0,0.0,2.0,6.0,1.0,8.0,13.0,0.0,0.0,0.0,2.0,9.0,47.0,0.0,1.0,4.0,0.0,1.0,0.0,4.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,1.0,0.0,0.0
167,17.0,8.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
168,17.0,9.0,18.0,0.0,35.0,0.0,14.0,17.0,1.0,5.0,11.0,0.0,5.0,1.0,4.0,21.0,0.0,0.0,17.0,0.0,10.0,5.0,14.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,0.0,6.0,0.0,0.0,0.0,0.0
